name,height,p_profession
Grant Bowler,183,actor
Lauren Bowles,164,"actress,writer,producer"
Peter Bowles,189,"actor,writer,producer"
Edith Bowman,163,"podcaster,actress,producer"
Jessica Bowman,157,actress
Josh Bowman,180,"actor,producer,director"
Bruce Boxleitner,188,"actor,soundtrack,producer"
Soulja Boy,173,"soundtrack,actor,composer"
Lana Wood,157,"actress,producer,miscellaneous"
Natalie Wood,155,"actress,soundtrack,music_department"
Victoria Wood,165,"writer,actress,composer"
Leo Woodall,182,actor
Trinny Woodall,178,actress
Alfre Woodard,160,"actress,producer,soundtrack"
Bokeem Woodbine,180,"actor,producer,soundtrack"
Kim Woodburn,179,actress
Callum Woodhouse,181,"actor,director,writer"
Shailene Woodley,172,"actress,producer,soundtrack"
Christine Woods,167,"actress,producer"
James Woods,180,"actor,producer,director"
Jordyn Woods,171,actress
Tiger Woods,183,actor
Zach Woods,193,"actor,writer,producer"
Jordan Woods-Robinson,179,"actor,composer"
Kenneth Cope,177,"actor,writer,music_department"
Adam Copeland,191,actor
Stewart Copeland,188,"composer,music_department,soundtrack"
Sharlto Copley,182,"actor,producer,director"
David Copperfield,182,"director,producer,writer"
Alicia Coppola,174,"actress,producer,director"
Sofia Coppola,164,"director,actress,writer"
Úrsula Corberó,163,"actress,soundtrack"
Brady Corbet,168,"actor,writer,director"
Gretchen Corbett,165,actress
John Corbett,194,"actor,soundtrack,producer"
John Corbett,194,actor
Ronnie Corbett,152,"actor,writer,producer"
Barry Corbin,180,"actor,producer,miscellaneous"
Cassidy Hubbarth,160,"writer,producer"
Adam Huber,160,actor
Amy Huberman,179,"actress,writer,producer"
Sofia Hublitz,179,actress
Mick Hucknall,155,"soundtrack,actor,composer"
David Huddleston,166,"actor,producer,director"
Ernie Hudson,168,"actor,producer,soundtrack"
Jennifer Hudson,160,"music_artist,soundtrack,actress"
Kate Hudson,163,"actress,soundtrack,producer"
Nell Hudson,196,"actress,producer,soundtrack"
Oliver Hudson,176,"actor,producer,soundtrack"
Sophie Simmons,171,"music_department,actress,soundtrack"
Juliet Simms,168,"actress,soundtrack"
Carly Simon,179,"soundtrack,music_department,actress"
Eugene Simon,181,"actor,producer"
Paul Simon,157,"music_artist,soundtrack,composer"
Paul Simon,157,actor
Paul Simon,157,actor
Hannah Simone,168,"actress,producer,writer"
Lovie Simone,157,"actress,soundtrack"
Rita Simons,163,"actress,soundtrack"
Simone Simons,169,"actress,music_department"
Timothy Simons,196,"actor,writer,producer"
Ryan Simpkins,168,"actress,producer,director"
Alli Simpson,163,actress
Ashlee Simpson,164,"actress,soundtrack,producer"
Charlie Simpson,193,"actor,soundtrack,music_department"
Cody Simpson,182,"soundtrack,actor,director"
Jessica Simpson,159,"actress,soundtrack,producer"
Jimmi Simpson,181,"actor,soundtrack"
Saoirse Ronan,166,"actress,soundtrack,producer"
Maurice Ronet,182,"actor,writer,director"
Costa Ronin,193,"actor,cinematographer,producer"
Mark Ronson,184,"music_artist,soundtrack,actor"
Linda Ronstadt,157,"music_artist,soundtrack,actress"
Michael Rooker,175,"actor,producer,director"
Coleen Rooney,160,actress
Mickey Rooney,156,"actor,soundtrack,producer"
Sharon Rooney,178,actress
Wayne Rooney,175,actor
Jemima Rooper,157,"actress,soundtrack"
Franklin D. Roosevelt,184,"writer,editorial_department,miscellaneous"
James Root,198,"soundtrack,actor,composer"
Stephen Root,171,"actor,soundtrack"
Xosha Roquemore,178,"actress,writer"
Clara Rosager,174,"actress,writer"
Rosalía,164,"actress,soundtrack"
Rosalía,164,"music_artist,soundtrack,actress"
Pauline McLynn,163,actress
Ed McMahon,191,"actor,producer,soundtrack"
Julian McMahon,188,"actor,producer"
Stephanie McMahon,170,"actress,writer,producer"
Bobbi Sue Luther,164,"producer,production_manager,actress"
Rachel Luttrell,163,"actress,writer,producer"
Kellan Lutz,184,"actor,producer,stunts"
Matilda Anna Ingrid Lutz,168,actress
Desi Lydic,168,"actress,writer,producer"
John Lydon,173,"soundtrack,actor,composer"
Lauren Lyle,160,"actress,writer,producer"
David Lynch,178,"writer,director,producer"
David Lynch,178,"actor,soundtrack"
Dustin Lynch,173,"music_artist,actor,soundtrack"
Edele Lynch,168,"soundtrack,actress,composer"
Evanna Lynch,158,"actress,soundtrack"
Jane Lynch,183,"actress,producer,soundtrack"
John Lynch,177,"actor,writer,assistant_director"
John Lynch,177,"writer,production_manager"
John Lynch,177,"producer,editorial_department,editor"
John Lynch,177,"cinematographer,camera_department"
John Lynch,177,actor
John Carroll Lynch,191,"actor,director,soundtrack"
Billy Boyd,166,"actor,soundtrack,music_department"
Darren Boyd,193,"actor,writer,director"
Jenny Boyd,174,"actress,talent_agent"
Jenny Boyd,174,actress
John Boyd,180,"camera_department,cinematographer,writer"
John Boyd,180,"actor,soundtrack"
Lynda Boyd,168,"actress,soundtrack,writer"
Stephen Boyd,183,"actor,soundtrack,producer"
John Boyega,175,"actor,producer,production_department"
Angelique Boyer,165,actress
Charles Boyer,174,"actor,producer,soundtrack"
Frankie Boyle,183,"writer,miscellaneous,actor"
Lara Flynn Boyle,165,"actress,producer,soundtrack"
Peter Boyle,189,"actor,soundtrack"
Peter Boyle,189,"editor,editorial_department,sound_department"
Susan Boyle,157,"soundtrack,actress"
Lucy Boynton,165,"actress,producer"
Jacqueline Bracamontes,169,actress
Lorraine Bracco,170,"actress,producer,director"
Luke Bracey,180,actor
Leah Bracknell,160,"actress,miscellaneous"
Edward Woodward,178,"actor,soundtrack,producer"
Joanne Woodward,163,"actress,producer,soundtrack"
Adam Woodyatt,175,actor
Emily Woof,157,"actress,director,writer"
Fenella Woolgar,168,actress
Gordon Michael Woolvett,166,"actor,director,writer"
Marc Wootton,185,"actor,writer,producer"
Tom Wopat,183,"actor,soundtrack,director"
Jo Anne Worley,174,"actress,soundtrack"
Kenny Wormald,175,"actor,producer,miscellaneous"
Antony Worrall Thompson,170,actor
Helen Worth,156,"actress,soundtrack"
Sam Worthington,175,"actor,producer,director"
Eleanor Worthington-Cox,160,actress
Rick Worthy,188,actor
Caroline Wozniacki,175,"miscellaneous,actress"
Kaye Wragg,155,actress
Fay Wray,160,"actress,writer,camera_department"
Rob Corddry,179,"actor,writer,producer"
James Corden,173,"producer,writer,actor"
Ismael Cruz Cordova,177,actor
Natalia Cordova-Buckley,164,"actress,producer"
Jeff Corey,184,"actor,director,soundtrack"
Wendell Corey,187,"actor,soundtrack"
Hermione Corfield,170,actress
Billy Corgan,191,"soundtrack,music_department,producer"
Emayatzy Corinealdi,168,"actress,casting_department,miscellaneous"
Daniel Cormier,176,"actor,writer,producer"
Don Cornelius,187,"writer,producer,actor"
Stephanie Corneliussen,180,"actress,soundtrack"
Chris Cornell,189,"soundtrack,actor,composer"
Abbie Cornish,170,"actress,producer"
Isabelle Cornish,173,actress
Judy Cornwell,159,actress
Rock Hudson,196,"actor,soundtrack,producer"
Matthias Hues,164,"actor,writer,producer"
Alaina Huffman,166,"actress,director,producer"
Felicity Huffman,163,"actress,producer,director"
Sandra Huggett,163,actress
Carly Hughes,178,"actress,soundtrack,music_department"
Finola Hughes,191,"actress,producer,director"
Geoffrey Hughes,163,"actor,soundtrack"
Geoffrey Hughes,163,"director,producer,writer"
Howard Hughes,170,"producer,miscellaneous,director"
Kathleen Hughes,160,actress
London Hughes,185,"actress,writer,producer"
Miko Hughes,185,"actor,director,writer"
Tom Hughes,170,actor
Tom Hughes,170,"actor,music_department,soundtrack"
Michiel Huisman,175,"actor,soundtrack"
Tom Hulce,175,"actor,soundtrack,producer"
Kate Humble,180,"actress,assistant_director,miscellaneous"
Kirsty Hume,165,actress
Marvin Humes,171,"actor,soundtrack"
Mary-Margaret Humes,185,actress
Rochelle Humes,189,actress
Engelbert Humperdinck,127,"music_department,composer,soundtrack"
Engelbert Humperdinck,127,"music_artist,soundtrack,actor"
Jake Humphrey,170,"producer,soundtrack,executive"
Charlie Hunnam,152,"actor,producer,writer"
O.J. Simpson,185,"actor,producer"
Taja V. Simpson,169,"actress,producer,director"
Jena Sims,173,"actress,producer"
Joan Sims,165,"actress,soundtrack"
Jocko Sims,179,"actor,producer,director"
Joe Sims,191,"actor,writer"
Molly Sims,177,"actress,producer,soundtrack"
Mecia Simson,173,actress
Little Simz,171,"soundtrack,actress,composer"
Frank Sinatra,171,"music_artist,soundtrack,actor"
Nancy Sinatra,160,"soundtrack,actress,producer"
Sinbad,192,"actor,writer,producer"
Claire Sinclair,171,actress
Claire Sinclair,171,actress
Jaz Sinclair,165,"actress,soundtrack,producer"
John Gordon Sinclair,188,"actor,soundtrack"
Celina Sinden,162,actress
Donald Sinden,180,"actor,music_department,soundtrack"
Guy Siner,177,"actor,soundtrack,producer"
Marc Singer,188,"actor,soundtrack,director"
Amber Rose,170,actress
Amber Rose,170,"actress,producer"
Anika Noni Rose,157,"actress,soundtrack"
Axl Rose,174,"soundtrack,actor,composer"
Charlie Rose,192,camera_department
Charlie Rose,192,"producer,editorial_department,actor"
Cristine Rose,163,actress
Derrick Rose,187,"actor,producer"
Felissa Rose,157,"actress,producer,writer"
Lucy Rose,155,"producer,director,editor"
Nectar Rose,168,actress
Ruby Rose,169,"actress,writer,director"
Amelia Rose Blaire,165,"actress,producer,miscellaneous"
Beatrice Rosen,170,actress
Michael Rosenbaum,181,"actor,writer,producer"
Michael Rosenbaum,181,"producer,writer"
Saskia Rosendahl,168,"actress,soundtrack"
Alberto Rosende,177,"actor,soundtrack,producer"
Jenna Rosenow,168,"actress,producer,soundtrack"
Ken Rosenthal,163,"actor,writer,producer"
Hrithik Roshan,179,"actor,assistant_director,music_department"
Vince McMahon,187,"producer,actor,writer"
Kennedy McMann,173,"actress,miscellaneous"
Mark McManus,173,actor
Rove McManus,171,"producer,writer,actor"
Ciarán McMenamin,179,actor
Mercedes McNab,164,actress
Scoot McNairy,175,"actor,producer,soundtrack"
Kevin McNally,178,"actor,writer,soundtrack"
Kevin McNally,178,actor
Ste McNally,175,"actor,soundtrack,composer"
Katherine McNamara,164,"actress,soundtrack,producer"
Penny McNamee,165,"actress,writer"
Erin McNaught,174,actress
Ian McNeice,170,"actor,soundtrack"
Jane McNeill,163,"actress,writer"
Robert Duncan McNeill,184,"actor,producer,director"
Kristy McNichol,159,"actress,soundtrack,producer"
Amybeth McNulty,160,"actress,soundtrack"
Matthew McNulty,175,actor
Ryan McPartlin,194,"actor,soundtrack,producer"
Kelly Lynch,175,actress
Kelly Lynch,175,actress
Lashana Lynch,174,"actress,soundtrack"
Ross Lynch,181,"actor,soundtrack,music_department"
Rydel Lynch,173,"actress,composer,soundtrack"
Shane Lynch,183,"actor,soundtrack,composer"
Susan Lynch,164,"actress,director,writer"
Nicholas Lyndhurst,187,"actor,soundtrack"
Carol Lynley,163,"actress,soundtrack"
Diana Lynn,165,"actress,soundtrack"
Loretta Lynn,155,"music_artist,soundtrack,actress"
Jeff Lynne,179,"soundtrack,actor,composer"
Phil Lynott,185,"soundtrack,music_department,actor"
Melanie Lynskey,168,"actress,soundtrack"
Jenn Lyon,169,"actress,art_director,producer"
Natasha Lyonne,156,"actress,producer,writer"
Brooke Lyons,160,actress
David Lyons,178,"actor,director,writer"
Kevin Lyttle,177,"actor,composer,soundtrack"
Louisa Lytton,154,"actress,miscellaneous"
Danielle Bradbery,160,actress
Julia Bradbury,175,"writer,actress"
Johanna Braddy,165,actress
James Dean Bradfield,166,"soundtrack,actor,composer"
Jesse Bradford,173,"actor,producer,director"
David Bradley,180,"director,actor,producer"
David Bradley,180,actor
David Bradley,180,"art_department,actor,producer"
David Bradley,180,"actor,location_management,soundtrack"
David Bradley,180,"actor,writer,art_department"
Doug Bradley,180,"actor,make_up_department,director"
John Bradley,173,"actor,soundtrack"
Paul Bradley,173,"actor,stunts,miscellaneous"
Paul Bradley,173,actor
Paul Bradley,173,"producer,miscellaneous,actor"
Paul Bradley,173,"actor,soundtrack"
Ruth Bradley,168,"actress,music_department,soundtrack"
Shawn Bradley,229,actor
James Bradshaw,165,actor
Sufe Bradshaw,169,"actress,producer,casting_department"
Karren Brady,166,actress
Millie Brady,169,actress
Orla Brady,161,actress
Tom Brady,194,"producer,actor,soundtrack"
Wayne Brady,180,"producer,actor,soundtrack"
Zach Braff,182,"actor,producer,director"
Alice Braga,159,"actress,producer,director"
Lyliana Wray,157,actress
Alison Wright,165,"actress,producer"
Bonnie Wright,166,"actress,director,writer"
Edgar Wright,168,"director,writer,actor"
Gabriella Wright,175,"actress,producer,writer"
Gillian Wright,160,actress
Ian Wright,175,producer
Ian Wright,175,"actor,soundtrack"
Isaac Hempstead Wright,182,"actor,soundtrack"
Jeffrey Wright,177,"actor,producer,soundtrack"
Jessica Wright,169,actress
Laura Wright,168,"actress,producer"
Laura Wright,168,"soundtrack,actress"
Letitia Wright,165,"actress,producer,writer"
Mark Wright,177,"editorial_department,miscellaneous"
Mark Wright,177,"actor,soundtrack"
Robin Wright,165,"actress,producer,director"
Sarah Wright,174,actress
Teresa Wright,156,"actress,soundtrack"
Daniel Wu,182,"actor,producer,director"
Kris Wu,185,"actor,soundtrack,writer"
Sophie Wu,164,"actress,writer"
Kari Wuhrer,164,"actress,producer,soundtrack"
Pia Wurtzbach,170,actress
Andrea Corr,155,"actress,soundtrack,composer"
Ryan Corr,180,"actor,soundtrack"
Sharon Corr,160,"actress,soundtrack,composer"
Emily Corrie,157,actress
Emma Corrin,171,"actress,soundtrack,music_department"
Bud Cort,175,"actor,director,writer"
Bill Cosby,183,"actor,writer,music_department"
Miranda Cosgrove,163,"actress,producer,soundtrack"
James Cosmo,187,"actor,soundtrack,producer"
Rick Cosnett,179,"actor,producer,director"
Adrianna Costa,163,actress
Laia Costa,165,"actress,producer,soundtrack"
Nikka Costa,157,"soundtrack,actress,composer"
David Costabile,175,"actor,soundtrack,writer"
Paulo Costanzo,178,"actor,director,producer"
Elvis Costello,176,"music_artist,soundtrack,actor"
George Costigan,175,"actor,writer"
Kevin Costner,185,"actor,producer,soundtrack"
Gayle Hunnicutt,168,"actress,soundtrack"
Blu Hunt,180,"actress,assistant_director"
Bonnie Hunt,163,"producer,writer,actress"
Crystal Hunt,183,"actress,writer,producer"
Ella Hunt,170,"actress,soundtrack"
Gareth Hunt,145,"actor,composer,music_department"
Helen Hunt,168,"actress,producer,director"
Helen Hunt,168,make_up_department
Linda Hunt,176,"actress,soundtrack"
Marsha Hunt,191,"actress,soundtrack,miscellaneous"
Martha Hunt,177,actress
Sam Hunt,170,"music_artist,soundtrack,actor"
April Hunter,183,actress
Holly Hunter,160,"actress,producer,soundtrack"
Jeffrey Hunter,173,"actor,producer,soundtrack"
Kim Hunter,178,"actress,soundtrack"
Rachel Hunter,177,"actress,producer,soundtrack"
Tab Hunter,175,"actor,producer,soundtrack"
Sam Huntington,187,"actor,producer,soundtrack"
Noah Huntley,160,"actor,producer"
Raymond Huntley,157,"actor,soundtrack"
Dalip Singh,216,actor
Lilly Singh,164,"actress,producer,writer"
John Singleton,168,"producer,writer,director"
John Singleton,168,"producer,actor"
Paul Sinha,173,actor
Sonakshi Sinha,170,"actress,music_department,costume_department"
Gary Sinise,173,"actor,producer,director"
Sinitta,163,"soundtrack,actress"
Sadie Sink,158,"actress,soundtrack"
Siouxsie Sioux,173,"soundtrack,actress,composer"
Jessica Sipos,169,actress
Shaun Sipos,173,"actor,writer,producer"
Tony Sirico,173,actor
Marina Sirtis,160,"actress,producer,soundtrack"
Jeremy Sisto,187,"actor,producer,writer"
Troye Sivan,173,"actor,soundtrack,composer"
Andrea Sixtos,168,actress
Nikki Sixx,182,"soundtrack,actor,composer"
Tom Sizemore,178,"actor,producer,writer"
Gaby Roslin,173,actress
Mackenzie Rosman,152,"actress,soundtrack,producer"
Angelica Ross,168,"actress,producer,miscellaneous"
Charlotte Ross,161,"actress,soundtrack"
Chelcie Ross,189,"actor,soundtrack"
Desiree Ross,161,"actress,soundtrack"
Diana Ross,164,"music_artist,soundtrack,actress"
Jonathan Ross,185,"writer,producer,actor"
Jonathan Ross,185,"transportation_department,assistant_director,miscellaneous"
Katharine Ross,160,"actress,writer,soundtrack"
Marion Ross,164,"actress,soundtrack"
Matt Ross,184,"actor,director,producer"
Matt Ross,184,"producer,writer,miscellaneous"
Ricco Ross,188,"actor,producer,writer"
Rick Ross,180,"music_artist,actor,soundtrack"
Tracee Ellis Ross,170,"actress,producer,writer"
Gavin Rossdale,185,"soundtrack,actor,composer"
Isabella Rossellini,171,"actress,director,writer"
Gretchen Rossi,165,actress
Leonard Rossiter,174,actor
Rick Rossovich,189,"actor,camera_department"
Emmy Rossum,170,"actress,producer,soundtrack"
Carlo Rota,173,"actor,miscellaneous,producer"
Elysia Rotaru,175,"actress,producer"
Andrea Roth,173,"actress,producer"
Katharine McPhee,171,"actress,soundtrack"
Patricia McPherson,168,actress
Lauren McQueen,160,actress
Steve McQueen,177,"actor,producer,stunts"
Steve McQueen,177,"director,producer,writer"
Steven R. McQueen,180,actor
Frank McRae,198,actor
Mo McRae,187,"actor,producer,director"
Gerald McRaney,185,"actor,producer,director"
Ian McShane,171,"actor,producer,director"
Sophie McShera,157,"actress,soundtrack"
Graham McTavish,188,"actor,soundtrack,producer"
Janet McTeer,184,"actress,writer,producer"
Esther McVey,164,"actress,producer"
Daniel McVicar,193,"actor,producer,director"
Emily Meade,164,"actress,soundtrack"
Deborah Meaden,157,actress
Audrey Meadows,168,"actress,soundtrack"
Amanda Mealing,165,"actress,director,producer"
Colm Meaney,180,"actor,soundtrack,producer"
Russell Means,185,"actor,soundtrack,producer"
Derek Mears,196,"actor,stunts,visual_effects"
Sonia Braga,157,"actress,producer,soundtrack"
Tom Braidwood,157,"assistant_director,actor,producer"
Abby Brammell,170,actress
Kenneth Branagh,177,"actor,producer,director"
Lillo Brancato,170,"actor,producer"
Michelle Branch,168,"soundtrack,actress,writer"
Jo Brand,163,"writer,actress,producer"
Jolene Brand,166,actress
Katy Brand,165,"actress,writer,soundtrack"
Russell Brand,187,"producer,writer,actor"
Klaus Maria Brandauer,173,"actor,director,soundtrack"
Jonathan Brandis,175,"actor,miscellaneous,director"
Marlon Brando,175,"actor,soundtrack,director"
Henry Brandon,189,"actor,soundtrack,miscellaneous"
Michael Brandon,180,"actor,miscellaneous,director"
Michael Brandon,180,"actor,producer,director"
Gyles Brandreth,178,"writer,actor,producer"
Betsy Brandt,175,"actress,soundtrack"
Brigid Brannagh,160,actress
Jeff Branson,185,actor
Richard Branson,180,"producer,actor,executive"
Karan Brar,161,"actor,director"
Christian Brassington,176,"actor,director,writer"
Benjamin Bratt,187,"actor,producer,director"
Andre Braugher,182,"actor,producer,director"
Nicholas Braun,199,"actor,soundtrack,writer"
Suanne Braun,175,"actress,director"
Jane Wyatt,163,"actress,soundtrack"
Tessa Wyatt,160,actress
Teri Wyble,165,actress
Karolina Wydra,175,actress
Noah Wyle,185,"actor,producer,director"
Sofia Wylie,175,"actress,soundtrack,producer"
Bill Wyman,168,"soundtrack,music_department,producer"
Jane Wyman,165,"actress,soundtrack,writer"
Peter Wyngarde,176,"actor,soundtrack"
Dana Wynter,169,"actress,soundtrack,writer"
Sarah Wynter,168,"actress,producer"
Marion Cotillard,166,"actress,soundtrack,producer"
D.J. Cotrona,175,"actor,writer,producer"
Casey Cott,182,"actor,soundtrack,producer"
Tony Cottee,170,actor
Joseph Cotten,187,"actor,soundtrack,writer"
Joseph Cotten,187,"visual_effects,animation_department"
Camille Cottin,163,"actress,soundtrack"
Antony Cotton,175,"actor,writer,soundtrack"
Fearne Cotton,168,"actress,soundtrack"
Marisa Coughlan,164,"actress,writer,producer"
Nicola Coughlan,150,"actress,writer"
Angel Coulby,160,actress
Lindsey Coulson,156,actress
Ann Coulter,176,"actress,miscellaneous"
Steve Coulter,183,"actor,writer,director"
Steve Coulter,183,"producer,actor,editor"
David Coulthard,182,"miscellaneous,actor,executive"
Emma Hunton,160,"actress,producer,soundtrack"
Isabelle Huppert,160,"actress,soundtrack,music_department"
Konnie Huq,175,"actress,writer,make_up_department"
Gale Anne Hurd,160,"producer,writer,miscellaneous"
Paige Hurd,168,"actress,producer,miscellaneous"
Ryan Hurd,171,"music_artist,soundtrack,actor"
Elizabeth Hurley,168,"actress,producer"
Geoff Hurst,194,actor
Michael Hurst,174,"actor,director,producer"
Michael Hurst,174,"writer,producer,director"
Ryan Hurst,188,"actor,production_manager,miscellaneous"
Ryan Hurst,188,actor
John Hurt,180,"actor,soundtrack"
William Hurt,173,"actor,producer"
Toby Huss,184,"actor,writer,soundtrack"
Nadiya Hussain,157,"writer,actress"
Saddam Hussein,166,"writer,miscellaneous"
Olivia Hussey,191,"actress,soundtrack"
Stellan Skarsgård,191,"actor,producer,soundtrack"
Rachel Skarsten,175,"actress,producer"
Anna Skellern,168,"actress,miscellaneous"
Ann Skelly,163,actress
Red Skelton,187,"writer,actor,producer"
Sophie Skelton,170,actress
Skepta,185,"music_artist,soundtrack,actor"
Tom Skerritt,180,"actor,director,producer"
Skin,173,"soundtrack,actress,composer"
Claire Skinner,165,"actress,soundtrack"
Frank Skinner,177,"music_department,composer,soundtrack"
Frank Skinner,177,"writer,soundtrack,actor"
Hugh Skinner,183,"actor,soundtrack"
Brandon Sklenar,188,actor
Ali Skovbye,172,actress
Tiera Skovbye,173,"actress,stunts"
Ed Skrein,184,"actor,director,writer"
Skrillex,164,"music_artist,soundtrack,composer"
Josephine Skriver,178,actress
Jennifer Sky,170,actress
Azura Skye,168,actress
David Lee Roth,180,"soundtrack,actor,composer"
Eli Roth,180,"producer,actor,writer"
Tim Roth,170,"actor,producer,soundtrack"
Jessica Rothe,163,"actress,soundtrack,producer"
Adam Rothenberg,180,"actor,soundtrack,producer"
Andrew Rothenberg,185,"actor,miscellaneous"
Teryl Rothery,156,"actress,soundtrack"
Cynthia Rothrock,160,"actress,producer,writer"
Natasha Rothwell,170,"actress,writer,producer"
Laila Rouass,163,actress
Jacques Rougeau,188,"actor,soundtrack"
Richard Roundtree,186,"actor,soundtrack"
Mickey Rourke,180,"actor,writer,producer"
Ronda Rousey,165,"actress,producer,writer"
Brandon Routh,189,"actor,producer"
Taylor Rouviere,164,actress
Kelly Rowan,168,"actress,producer"
Mike Rowe,183,"producer,miscellaneous,actor"
Kim Medcalf,168,actress
Kerri Medders,163,"actress,soundtrack,music_department"
Patricia Medina,160,actress
Jeffrey Meek,188,"actor,director,writer"
Ralph Meeker,185,"actor,soundtrack,producer"
Leighton Meester,164,"actress,soundtrack"
Daniela Melchior,168,actress
Lilly Melgar,157,"actress,producer,director"
Harry Melling,176,"actor,soundtrack"
Tamara Mello,155,"actress,producer,sound_department"
Natasha Melnick,168,"actress,soundtrack"
Christopher Meloni,183,"actor,producer,director"
Charles Melton,181,"actor,soundtrack"
Katie Melua,155,"music_artist,soundtrack,actress"
Mekenna Melvin,155,"actress,producer,writer"
Rachel Melvin,165,actress
Tanya Memme,159,"producer,actress"
Erica Mena,168,"actress,producer,miscellaneous"
Maria Mena,180,"soundtrack,actress"
Ben Mendelsohn,179,"actor,producer,soundtrack"
Camila Mendes,156,"actress,soundtrack,producer"
Eva Mendes,165,"actress,soundtrack,director"
Sam Mendes,175,"producer,director,miscellaneous"
Tamara Braun,165,"actress,director"
Eugene Brave Rock,191,"actor,stunts,producer"
Ciara Bravo,157,"actress,soundtrack"
Lucas Bravo,185,actor
Toni Braxton,156,"music_artist,producer,actress"
Deanne Bray,170,"actress,miscellaneous"
Jeff Brazier,179,actor
Louise Brealey,161,"actress,writer,producer"
Jonathan Breck,185,"actor,producer"
Alexandra Breckenridge,170,actress
Rebecca Breeds,157,"actress,writer,make_up_department"
Drew Brees,183,"producer,actor,writer"
Tracey E. Bregman,163,"actress,soundtrack"
Ewen Bremner,173,"actor,producer,soundtrack"
Rory Bremner,185,"actor,writer"
Nicholas Brendon,178,"actor,producer,soundtrack"
Lee Brennan,163,"actor,soundtrack"
Walter Brennan,183,"actor,soundtrack"
Amy Brenneman,168,"actress,producer,writer"
Dannielle Brent,159,actress
Philippa Coulthard,164,"actress,music_department,soundtrack"
Eliza Coupe,169,"actress,writer,producer"
Katie Couric,160,"writer,producer,actress"
Jai Courtney,185,actor
James Jude Courtney,191,"actor,stunts"
Joel Courtney,179,"actor,soundtrack"
Nicholas Courtney,185,actor
Thibaut Courtois,199,actor
Christopher Cousins,177,actor
Emily Coutts,175,"actress,producer,writer"
Randy Couture,182,"actor,stunts,producer"
Allen Covert,175,"actor,producer,writer"
Caylee Cowan,165,"actress,producer,director"
Elliot Cowan,188,"actor,writer,producer"
Brendan Cowell,175,"actor,writer,director"
Simon Cowell,173,"producer,music_department,writer"
Abigail Cowen,168,"actress,soundtrack"
Lily Cowles,178,"actress,miscellaneous"
Arisa Cox,166,"producer,actress"
Brian Cox,170,"actor,producer,soundtrack"
Brian Cox,170,"actor,writer,producer"
Charlie Cox,178,actor
Christina Cox,168,"actress,producer,stunts"
Courteney Cox,165,"actress,producer,director"
Ruth Hussey,177,actress
Nipsey Hussle,187,"music_artist,actor,soundtrack"
Anjelica Huston,183,"actress,producer,director"
Danny Huston,185,"actor,director,camera_department"
Jack Huston,183,"actor,soundtrack,director"
John Huston,179,"actor,director,writer"
Walter Huston,165,"actor,soundtrack"
Michael Hutchence,166,"soundtrack,actor,composer"
Josh Hutcherson,166,"actor,producer,director"
Anna Hutchison,163,"actress,producer"
Doug Hutchison,194,"actor,writer,producer"
Betty Hutton,171,"actress,soundtrack,writer"
Jim Hutton,168,actor
Lauren Hutton,183,"producer,actress,soundtrack"
Pascale Hutton,189,"actress,producer,soundtrack"
Timothy Hutton,159,"actor,producer,director"
Brody Hutzler,173,"actor,producer"
Allan Hyde,168,"actor,writer,director"
Camille Hyde,180,"actress,soundtrack"
Connie Hyde,177,"actress,director"
Jonathan Hyde,165,actor
David Hyde Pierce,169,"actor,soundtrack,writer"
Emily Skye,168,"director,producer,writer"
Ione Skye,165,"actress,writer,soundtrack"
Elisabeth Sladen,163,"actress,writer"
Slash,175,"soundtrack,actor,composer"
Jenny Slate,163,"actress,writer,soundtrack"
Christian Slater,173,"actor,producer,soundtrack"
Helen Slater,171,"actress,soundtrack,writer"
Kelly Slater,174,"actor,producer,miscellaneous"
John Slattery,178,"actor,director,producer"
Walter Slezak,178,"actor,soundtrack,writer"
Grace Slick,170,"soundtrack,actress,writer"
Georgia Slowe,160,"actress,producer,writer"
Samantha Sloyan,166,"actress,producer,miscellaneous"
Heather Small,163,"soundtrack,actress,music_department"
Nicholas Rowe,193,actor
Nicholas Rowe,193,writer
Victoria Rowell,166,"actress,director,writer"
Kelly Rowland,170,"music_artist,soundtrack,actress"
Gena Rowlands,168,"actress,miscellaneous,writer"
Melissa Roxburgh,165,"actress,director"
Richard Roxburgh,178,"actor,writer,producer"
Deep Roy,132,"actor,stunts,miscellaneous"
Drew Roy,178,actor
Aliyah Royale,157,actress
Andre Royo,170,"actor,producer,writer"
Kara Royster,168,actress
Tim Rozon,179,"actor,producer"
Daniela Ruah,173,"actress,director,soundtrack"
Anja Rubik,178,actress
Jennifer Rubin,173,"actress,producer"
Saul Rubinek,168,"actor,soundtrack,director"
Ronen Rubinstein,178,"actor,director,writer"
Zelda Rubinstein,130,actress
Shawn Mendes,185,"music_artist,soundtrack,actor"
Bridgit Mendler,168,"actress,music_department,soundtrack"
Alex Meneses,170,"actress,producer"
Maria Menounos,170,"producer,actress,writer"
Peter Mensah,191,actor
Idina Menzel,163,"soundtrack,actress,music_department"
Tobias Menzies,185,"actor,soundtrack"
Alex Meraz,178,"actor,writer,producer"
Isabela Merced,152,"actress,music_department,soundtrack"
Matthew Mercer,178,"actor,director,producer"
Stephen Merchant,201,"producer,writer,actor"
Tamzin Merchant,165,"actress,producer,director"
Merche,166,"soundtrack,actress"
