anime name,name,Birthday,Age,Gender,Blood Type,Height,category
Bishoujo Senshi Sailor Moon R,Achiral,,,Male,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Kanuka Clancy,,,Female,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Fuwa Tamaki,,,Female,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Takayama,,,,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Momoko Sakurayama,,,Female,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Takeo Kumagami,,,Female,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Badrinath Harchand,,,,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Richard Wong,,,,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Tsutomu Gomioka,,,,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Seitarou Sakaki,,,Male,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Uru-Ouji,,,,,,fictional
Kidou Keisatsu Patlabor ON TELEVISION,Rei Clancy,,,,,,fictional
Yakitate Japan,Kazuma Azuma,,,Male,,,fictional
Yakitate Japan,Kyousuke Kawachi,,,,,,fictional
Yakitate Japan,Tsukino Azusagawa,,,Female,,,fictional
Yakitate Japan,Kai Suwabara,,,Male,,,fictional
Yakitate Japan,Shigeru Kanmuri,,,Male,,,fictional
Yakitate Japan,Ken Matsushiro,,,Male,,,fictional
Yakitate Japan,Ryou Kuroyanagi,,22,Male,,,fictional
Yakitate Japan,Pierrot Bolneze,,,,called,,fictional
Yakitate Japan,Yuuichi Kirisaki,,,,,,fictional
Yakitate Japan,Yukino Azusagawa,,,,,,fictional
Yakitate Japan,Kageto Kinoshita,,,,,,fictional
Yakitate Japan,Monica Adenauer,,,,,,fictional
Yakitate Japan,Brad Kidd,,,,,,fictional
Yakitate Japan,Shadow White,,,,,,fictional
Yakitate Japan,Inaho Azuma,,,,,,fictional
Yakitate Japan,Mizuno Azusagawa,,,Female,,,fictional
Yakitate Japan,Dave Hachiguchi,,,,,,fictional
Yakitate Japan,Tsuyoshi Mokoyama,,,,,,fictional
Yakitate Japan,Miki Norihei,,,,,,fictional
Yakitate Japan,Ryuu Ryomen,,,,,,fictional
Yakitate Japan,Leonhart XIV,,,,,,fictional
Yakitate Japan,Sadanao Azusagawa,,,,,,fictional
Yakitate Japan,Sylvan Kirisaki,,,,,,fictional
Yakitate Japan,Megumi Kimura,,,,,,fictional
Yakitate Japan,Sophie Balzac Kirisaki,,,,,,fictional
Yakitate Japan,Takumi Tsubozuka,,,,,,fictional
Yakitate Japan,Hiroshi Kaname,,,,,,fictional
Yakitate Japan,Narumi Shizuto,,,,,,fictional
Yakitate Japan,Go Chimatsuri,,,,,,fictional
Yakitate Japan,Masanobu Tsutsumi,,,,,,fictional
Yakitate Japan,Kaede Matsushiro,,,,,,fictional
Yakitate Japan,Yukio Hattori,,,,,,fictional
Yakitate Japan,Umasaburou Azuma,,,,,,fictional
Yakitate Japan,Umatarou Azuma,,,,,,fictional
Yakitate Japan,Katsuo Umino,,,,,,fictional
Yakitate Japan,Hiromi Kawachi,,,,,,fictional
Yakitate Japan,Yuuko Motohashi,,,,,,fictional
Yakitate Japan,Haijima,,,,,,fictional
Ranma 12 Nettouhen,Ranma Saotome,,16,Male,,,fictional
Ranma 12 Nettouhen,Akane Tendou,,16,Female,,,fictional
Ranma 12 Nettouhen,Ryouga Hibiki,,,Male,,,fictional
Ranma 12 Nettouhen,Ukyo Kuonji,,,Female,,,fictional
Ranma 12 Nettouhen,Shampoo,,,Female,,,fictional
Ranma 12 Nettouhen,Nabiki Tendou,,,Female,,,fictional
Ranma 12 Nettouhen,Kasumi Tendou,,,Female,,,fictional
Ranma 12 Nettouhen,Mousse,,,,,,fictional
Ranma 12 Nettouhen,Tatewaki Kunou,,,Male,,,fictional
Ranma 12 Nettouhen,Soun Tendou,,,Male,,,fictional
Ranma 12 Nettouhen,Azusa Shiratori,,,,,,fictional
Ranma 12 Nettouhen,Genma Saotome,,,Male,,,fictional
Ranma 12 Nettouhen,Kodachi Kunou,,16,Female,,,fictional
Ranma 12 Nettouhen,Hikaru Gosunkugi,,,Male,,,fictional
Ranma 12 Nettouhen,Nodoka Saotome,,,Female,,,fictional
Ranma 12 Nettouhen,Tsubasa Kurenai,,,Male,,,fictional
Ranma 12 Nettouhen,Orihime,,,Female,,,fictional
Ranma 12 Nettouhen,Happousai,,,Male,,,fictional
Ranma 12 Nettouhen,Toufuu Ono,,,Male,,,fictional
Ranma 12 Nettouhen,Pansuto Tarou,,18-20,Male,,,fictional
Ranma 12 Nettouhen,Sasuke Sarugakure,,,Male,,,fictional
Ranma 12 Nettouhen,Maomolin,,,,,,fictional
Ranma 12 Nettouhen,Mikado Sanzenin,,,Male,,,fictional
Ranma 12 Nettouhen,Sentarou Daimonji,,,Male,,,fictional
Ranma 12 Nettouhen,Ran Ran,,,,,,fictional
Ranma 12 Nettouhen,Rin Rin,,,,,,fictional
Ranma 12 Nettouhen,Kogane Musashi,,,,,,fictional
Ranma 12 Nettouhen,Kinnii,,,,,,fictional
Ranma 12 Nettouhen,Chingensai,,,,,,fictional
Ranma 12 Nettouhen,Manekko Ken-chan,,,Male,,,fictional
Ranma 12 Nettouhen,Torajirou Higuma,,,Male,,,fictional
Ranma 12 Nettouhen,Heita Genji,,,,,,fictional
Ranma 12 Nettouhen,Onna Danchou,,,Female,,,fictional
Ranma 12 Nettouhen,Gendou,,,Male,,,fictional
Ranma 12 Nettouhen,Yasukichi,,,Male,,,fictional
Ranma 12 Nettouhen,Temari Kaminarimon,,,,,,fictional
Ranma 12 Nettouhen,Kumajirou,,,Male,,,fictional
Ranma 12 Nettouhen,Yutarou Yudono,,,Male,,,fictional
Ranma 12 Nettouhen,Kearu Sennin,,,Male,,,fictional
Ranma 12 Nettouhen,Crepe no Joe,,,Male,,,fictional
Ranma 12 Nettouhen,Uragishi Sankichi,,,,,,fictional
Ranma 12 Nettouhen,Sobu,,,,,,fictional
Ranma 12 Nettouhen,Soutatsu Jikeiin,,,Male,,,fictional
Ranma 12 Nettouhen,Toramasa Kobayakawa,,,,,,fictional
Ranma 12 Nettouhen,Rinko,,,,,,fictional
Ranma 12 Nettouhen,Yukinko,,,,,,fictional
Ranma 12 Nettouhen,Picolet Chardin,,,,,,fictional
Ranma 12 Nettouhen,Kaori Daikoku,,,,,,fictional
Ranma 12 Nettouhen,Rakugaki Panda,,,,,,fictional
Ranma 12 Nettouhen,Tsukasa,,,,,,fictional
Ranma 12 Nettouhen,Harumaki no Mayo,,,Male,,,fictional
Ranma 12 Nettouhen,Harumaki,,,,,,fictional
Ranma 12 Nettouhen,Gyoko,,,,,,fictional
Ranma 12 Nettouhen,Madame Saint Paul,,,,,,fictional
Ranma 12 Nettouhen,Kengyuu,,,Male,,,fictional
Ranma 12 Nettouhen,Gui Fei Yang,,,,,,fictional
Ranma 12 Nettouhen,Jusenkyou Guide,,,Male,,,fictional
Ranma 12 Nettouhen,Mariko Konjo,,,,,,fictional
Ranma 12 Nettouhen,Baa-san,,,Female,,,fictional
Ranma 12 Nettouhen,Satsuki Miyakooji,,,Female,,,fictional
Ranma 12 Nettouhen,Akane no Hahaoya,,,Female,,,fictional
Ranma 12 Nettouhen,Kin Ono,,,,,,fictional
Ranma 12 Nettouhen,Sentarou no Obaa-san,,,Female,,,fictional
Fugou Keiji BalanceUNLIMITED,Haru Katou,May 2,29,Male,A,"Taurus
Height",fictional
Fugou Keiji BalanceUNLIMITED,Daisuke Kanbe,Feb 2,27,Male,B,173,fictional
Fugou Keiji BalanceUNLIMITED,Shinnosuke Kamei,Oct 20,26,Male,AB,"Libra
Hair Color",fictional
Fugou Keiji BalanceUNLIMITED,Chosuke Nakamoto,Jan 28,64,Male,AB,158,fictional
Fugou Keiji BalanceUNLIMITED,Ryo Hoshino,Sep 6,26,Male,O,171,fictional
Fugou Keiji BalanceUNLIMITED,Katsuhiro Takei,Aug 8,49,Male,A,180,fictional
Fugou Keiji BalanceUNLIMITED,Mahoro Saeki,Jun 3,31,Female,AB,"Light Pink
Eye Color",fictional
Fugou Keiji BalanceUNLIMITED,Teppei Yumoto,Mar 17,42,Male,AB,"Dark Brown
Height",fictional
Fugou Keiji BalanceUNLIMITED,Suzue Kanbe,Jul 30,25,Female,B,171,fictional
Fugou Keiji BalanceUNLIMITED,Yuta Izezaki,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,HEUSC,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,Akira Mita,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,Kikuko Kanbe,,,Female,,,fictional
Fugou Keiji BalanceUNLIMITED,Yuuichirou Saitou,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,Tsuyoshi Nomura,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,Ricardo,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,Alvarez,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,Sayuri Kanbe,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,Shigemaru Kanbe,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,Frantz Weinski,,,,,,fictional
Fugou Keiji BalanceUNLIMITED,Jirou Hattori,,,,,,fictional
One Punch Man Road to Hero,Gofukuya,,,,,,fictional
One Punch Man Road to Hero,Chinpira B,,,,,,fictional
One Punch Man Road to Hero,Chinpira A,,,,,,fictional
One Punch Man Road to Hero,Kingyo Yami,,,,,,fictional
Golden Time,Kouko Kaga,Jul 7,18-19,,,,fictional
Golden Time,Banri Tada,May 28,19,,,,fictional
Golden Time,Mitsuo Yanagisawa,,18-19,,,177,fictional
Golden Time,Nana Hayashida,,,,,,fictional
Golden Time,Chinami Oka,,,Female,,,fictional
Golden Time,Takaya Satou,Dec 4,18-19,,,,fictional
Golden Time,Kosshii,,,,,,fictional
Golden Time,Sao,,,,,,fictional
Golden Time,Mother Tada,,,,,,fictional
Kokoro Connect,Anzu Kiriyama,,,,,,fictional
Kokoro Connect,Reika Nagase,,,,,,fictional
Kokoro Connect,Father Aoki,,,,,,fictional
Kokoro Connect,Brother Inaba,,,,,,fictional
Kokoro Connect,Mother Kiriyama,,,,,,fictional
Kokoro Connect,Nana Nishino,,,,,,fictional
Kokoro Connect,Mother Inaba,,,,,,fictional
Nodame Cantabile Finale Special,Moe Suzuki,,,,,,fictional
Saraiya Goyou,Yaichi,,,Male,,,fictional
Saraiya Goyou,Masanosuke Akitsu,,,Male,,,fictional
Saraiya Goyou,Umezou,,,Male,,,fictional
Saraiya Goyou,Matsukichi,,,Male,,,fictional
Saraiya Goyou,Kinu,,,,,,fictional
Saraiya Goyou,Heizaemon Yagi,,,Male,,,fictional
Saraiya Goyou,Souji,,,,,,fictional
Saraiya Goyou,Senkichi,,,,,,fictional
Saraiya Goyou,Sachi Akitsu,,,Female,,,fictional
MEMORIES,Heintz Beckner,,,,,,fictional
MEMORIES,Miguel Costrela,,,,,,fictional
MEMORIES,Nobuo Tanaka,,,,,,fictional
MEMORIES,Eva Friedel,,,,,,fictional
MEMORIES,Oomaeda,,,,,,fictional
MEMORIES,Kamata,,,,,,fictional
MEMORIES,U.S. Military Officer,,,,,,fictional
MEMORIES,Minister,,,,,,fictional
MEMORIES,Grandma,,,,,,fictional
Gokushufudou Season 2,Masa,,,Male,,,fictional
Gokushufudou Season 2,Torajirou,,,Male,,,fictional
Gokushufudou Season 2,Hibari Torii,,,,,,fictional
Gokushufudou Season 2,Keikan Buka,,,Male,,,fictional
Gokushufudou Season 2,Keikan Nagai,,,,,,fictional
Gokushufudou Season 2,Wakagashira,,,,,,fictional
Gokushufudou Season 2,Otaku,,,Male,,,fictional
Gokushufudou Season 2,Miku no Chichi,,,Male,,,fictional
Gokushufudou Season 2,Torii no Danna,,,Male,,,fictional
Akiba Meido Sensou,Nagomi Wahira,"Apr 2, 1982",17,Female,B,,fictional
Akiba Meido Sensou,Ranko Mannen,"May 9, 1964",,Female,O,,fictional
Akiba Meido Sensou,Yume Hiiragi,Jul 21,,Female,AB,,fictional
Akiba Meido Sensou,Shino Gotou,Apr 28,,Female,O,,fictional
Akiba Meido Sensou,Zoya,Feb 23,,Female,A,,fictional
Akiba Meido Sensou,Yasuko Yaegashi,Jan 1,30,Female,AB,,fictional
Akiba Meido Sensou,Okachimachi,Oct 28,,,O (Rh-),,fictional
Akiba Meido Sensou,Michiyo,,,Female,,,fictional
Akiba Meido Sensou,Taishou,,,Male,,,fictional
Akiba Meido Sensou,Chuki-chuki Tsuki-chan Tenchou,,,Female,,,fictional
Akiba Meido Sensou,Chuki-chuki Tsuki-chan Maid,,,Female,,,fictional
Akiba Meido Sensou,Nerula,Sep 12,,Female,B,,fictional
Akiba Meido Sensou,Yamikin Gyosha Daihyo,,,Male,,,fictional
Akiba Meido Sensou,Dealer Maid,,,Female,,,fictional
Akiba Meido Sensou,Tateno Taira,,,Female,,,fictional
Akiba Meido Sensou,Pure Milky Masami,,,Female,,,fictional
Akiba Meido Sensou,Fight Club Jouren Kyaku,,,Male,,,fictional
Akiba Meido Sensou,Uchi Ace Maid,,,Female,,,fictional
Akiba Meido Sensou,Neko Ace Maid,,,Female,,,fictional
Akiba Meido Sensou,Kuma Ace Maid,,,Female,,,fictional
Akiba Meido Sensou,Kitsune Ace Maid,,,Female,,,fictional
Akiba Meido Sensou,Fukuronezumi Ace Maid,,,Female,,,fictional
Akiba Meido Sensou,Hitsuji Ace Maid,,,Female,,,fictional
Akiba Meido Sensou,Minori Sano,,,Female,,,fictional
Akiba Meido Sensou,Konkon Cafe Tenchou,,,Female,,,fictional
Akiba Meido Sensou,Chuuken Maydog Tenchou,,,Female,,,fictional
Akiba Meido Sensou,Usagi Tenchou,,,Female,,,fictional
Akiba Meido Sensou,Kirin Tenchou,,,Female,,,fictional
Akiba Meido Sensou,Kaoruko,,,Female,,,fictional
Akiba Meido Sensou,Miyabi,,,Female,,,fictional
Akiba Meido Sensou,Kazue Ugaki,,,Female,,,fictional
Akiba Meido Sensou,Shinryaku Cafe Destron Tenchou,,,Female,,,fictional
Akiba Meido Sensou,Suehiro,,,Male,,,fictional
Akiba Meido Sensou,Midorikawa,,,Male,,,fictional
Akiba Meido Sensou,Eru,,,Female,,,fictional
Akiba Meido Sensou,Ushi Yakuin,,,Female,,,fictional
Akiba Meido Sensou,Shishi Ace Maid,,,Female,,,fictional
Akiba Meido Sensou,Neko Yakuin,,,Female,,,fictional
Akiba Meido Sensou,Kuma Yakuin,,,Female,,,fictional
Akiba Meido Sensou,Fukuronezumi Yakuin,,,Female,,,fictional
Akiba Meido Sensou,Omoe-sama,,,Female,,,fictional
Akiba Meido Sensou,Tateno no Buka,,,,,,fictional
Akiba Meido Sensou,Kijima no Buka,,,Male,,,fictional
Akiba Meido Sensou,Maid Sheep Maid,,,Female,,,fictional
Akiba Meido Sensou,Manami no Buka,,,,,,fictional
Akiba Meido Sensou,Yakyuu Chuukei no Kaisetsu,,,,,,fictional
Akiba Meido Sensou,Woopaazumobu,,,,,,fictional
Akiba Meido Sensou,Luis,,,Male,,,fictional
Akiba Meido Sensou,Maid Fes Shikaisha,,,Male,,,fictional
Akiba Meido Sensou,Avec,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Nerimaki,,,Female,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Poritan,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Sakiberry,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Makaromi,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Sansara,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Kaikai,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Torosuke,,,Male,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Arnes,,,Female,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Host,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Zesta,,,Male,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Ryze,,,Male,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Laina,,,Female,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Kajiya,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Onna Kishi,,,Female,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Onna Keikan,,,Female,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Eris Kyouto,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Axis Kyouto,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Onna no Ko,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Axis Kyoushisai,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Owner,,,,,,fictional
Kono Subarashii Sekai ni Bakuen wo,Shoujo no Haha,,,Female,,,fictional
Isekai Nonbiri Nouka,Hiraku Machio,,"39 (Past), 20 (Current)",Male,,,fictional
Isekai Nonbiri Nouka,Loo,,,Female,,,fictional
Isekai Nonbiri Nouka,Tier,,,Female,,,fictional
Isekai Nonbiri Nouka,Ria,,400,Female,,,fictional
Isekai Nonbiri Nouka,Flora,,,Female,,,fictional
Isekai Nonbiri Nouka,Rasutisumoon,,,Female,,,fictional
Isekai Nonbiri Nouka,Hakuren,,,Female,,,fictional
Isekai Nonbiri Nouka,Doraim,,,Male,,,fictional
Isekai Nonbiri Nouka,Fraurem Chrome,,,Female,,,fictional
Isekai Nonbiri Nouka,Souzou Shin,,,Male,,,fictional
Isekai Nonbiri Nouka,Onihito Zoku no Maid,,,,,,fictional
Isekai Nonbiri Nouka,Sakaba no Shujin,,,,,,fictional
Isekai Nonbiri Nouka,Zabuton,,,Female,,,fictional
Mahoutsukai no Yome Nishi no Shounen to Seiran no Kishi,Gabriel,,,Male,,,fictional
Mahoutsukai no Yome Nishi no Shounen to Seiran no Kishi,Evan,,,Male,,,fictional
Mahoutsukai no Yome Nishi no Shounen to Seiran no Kishi,Gabriel Chichi,,,Male,,,fictional
Mahoutsukai no Yome Nishi no Shounen to Seiran no Kishi,Ou,,,,,,fictional
Mahoutsukai no Yome Nishi no Shounen to Seiran no Kishi,Gabriel Haha,,,Female,,,fictional
Mahoutsukai no Yome Nishi no Shounen to Seiran no Kishi,Radio,,,,,,fictional
Cike Wu Liuqi Fanwai,Dafei Ji,,,Male,,,fictional
Cike Wu Liuqi Fanwai,Ji Chang Laoban,,,Non-binary,,,fictional
Gabriel Dropout Specials,Gabriel Tenma White,Apr 20,,Female,,144,fictional
Gabriel Dropout Specials,Raphiel Shiraha Ainsworth,Mar 19,,Female,,160,fictional
Gabriel Dropout Specials,Satanichia Kurumizawa McDowell,Aug 15,,Female,,157,fictional
Gabriel Dropout Specials,Vignette Tsukinose April,Oct 10,,Female,,155,fictional
Koutetsujou no Kabaneri Unato Kessen,Mumei,Oct 20,12,Female,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Ikoma,Feb 28,17,Male,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Ayame Yomogawa,Jun 6,,Female,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Kurusu,Sep 24,17,Male,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Kajika,Aug 18,15,Female,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Sukari,Apr 10,15,Male,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Kageyuki,,,Male,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Mogari,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Mumei no Haha,,,Female,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Shoujin,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Mokumo,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Nisuke,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Akouji,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Hagane,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Kuroji,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Jako,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Tsukamaki,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Kagami,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Gakaku,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Hari,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Oimatsu,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Sasara,,,,,,fictional
Koutetsujou no Kabaneri Unato Kessen,Bokka,,,,,,fictional
Cardcaptor Sakura Clear Cardhen,Akiho Shinomoto,Sep 18,,Female,,,fictional
Cardcaptor Sakura Clear Cardhen,Yuna D. Kaito,Mar 6,,Male,,,fictional
ACCA 13ku Kansatsuka,Jean Otus,Apr 15,,Male,,,fictional
ACCA 13ku Kansatsuka,Mauve,,,,,,fictional
ACCA 13ku Kansatsuka,Pastice,,,Male,,,fictional
ACCA 13ku Kansatsuka,Payne,,,,,,fictional
ACCA 13ku Kansatsuka,Grossular,,,,,,fictional
ACCA 13ku Kansatsuka,Lilium,,,,,,fictional
ACCA 13ku Kansatsuka,Schwan,,,,,,fictional
ACCA 13ku Kansatsuka,Falke II,,,,,,fictional
ACCA 13ku Kansatsuka,Rail,,,,,,fictional
ACCA 13ku Kansatsuka,Knot,,,,,,fictional
ACCA 13ku Kansatsuka,Spade,,,,,,fictional
ACCA 13ku Kansatsuka,Qvalum,,,,,,fictional
ACCA 13ku Kansatsuka,Biscuit,,,,,,fictional
ACCA 13ku Kansatsuka,Eider,,,,,,fictional
ACCA 13ku Kansatsuka,Gurus,,,,,,fictional
ACCA 13ku Kansatsuka,Kelly,,,,,,fictional
ACCA 13ku Kansatsuka,Koruri,,,,,,fictional
ACCA 13ku Kansatsuka,Moz,,,,,,fictional
ACCA 13ku Kansatsuka,Warbler,,,,,,fictional
ACCA 13ku Kansatsuka,Schnee,,,Female,,,fictional
One Punch Man OVA,Men's Esthetician Man,,,Male,,,fictional
One Punch Man OVA,Don Pacino,,,Male,,,fictional
One Punch Man OVA,Swim,,,Female,,,fictional
One Punch Man OVA,Yamazaru,,,Male,,,fictional
One Punch Man OVA,Hige Shokuin,,,Male,,,fictional
One Punch Man OVA,Serial Bomber,,,Male,,,fictional
Charlotte,Yuu Otosaka,Jan 9,15-16,Male,,174,fictional
Charlotte,Nao Tomori,May 8,15,Female,,,fictional
Charlotte,Joujirou Takajou,,,Male,,,fictional
Charlotte,Yusa Kurobane,Dec 27,,Female,,,fictional
Charlotte,Ayumi Otosaka,,12,Female,,,fictional
Charlotte,Misa Kurobane,,,Female,,,fictional
Charlotte,Arifumi Fukuyama,,,Male,,,fictional
Charlotte,Furuki,,,Male,,,fictional
Charlotte,Takehito Kumagami,,,Male,,,fictional
Charlotte,Maedomari,,,Male,,,fictional
Charlotte,Medoki,,20,Female,,,fictional
Charlotte,Mishima,,,Female,,,fictional
Charlotte,Shunsuke Otosaka,,,Male,,,fictional
Charlotte,Sara Shane,,,Female,,,fictional
Charlotte,Kazuki Tomori,,,Male,,,fictional
Charlotte,Yumi Shirayanagi,,,Female,,,fictional
Charlotte,Shichino,,20,Male,,,fictional
Charlotte,Yoshiyuki Oomura,Aug 12,15,Male,,,fictional
Charlotte,Udou,,16,Male,,,fictional
Charlotte,Takato,,,Male,,,fictional
Charlotte,Hosoyamada,,,Male,,,fictional
Charlotte,Ryuya,,,,,,fictional
Charlotte,Tsutsumiuchi,,,Male,,,fictional
Charlotte,Furyou A,,,,,,fictional
Charlotte,Furyou B,,,,,,fictional
Charlotte,Koujo,,,,,,fictional
Charlotte,Jikogenba no Joshi,,,,,,fictional
Charlotte,Tomori no Haha,,,Female,,,fictional
Charlotte,Food Court Tenin,,,,,,fictional
Charlotte,Nigeru Danshi Seito,,,,,,fictional
Charlotte,Ryouyousho Uketsuke,,,Female,,,fictional
Charlotte,Kyudo-bu Buin,,,,,,fictional
Charlotte,Oomono Producer,,,,,,fictional
Charlotte,Fushinna Otoko,,,,,,fictional
Charlotte,Danshi Seito Senda,,,Male,,,fictional
Charlotte,Danshi Seito Yaginuma,,,Male,,,fictional
Charlotte,Danshi Seito Sawano,,,Male,,,fictional
Charlotte,Danshi Seito Taki,,,Male,,,fictional
Charlotte,Danshi Seito Nako,,,Male,,,fictional
Charlotte,Joshi Seito Aida,,,Female,,,fictional
Charlotte,Joshi Seito Kashibara,,,Female,,,fictional
Charlotte,Tannin Kyouin,,,,,,fictional
Charlotte,Shushin,,,,,,fictional
Charlotte,Danshi Seito Kasai,,,Male,,,fictional
Charlotte,Joshi Seito Hioki,,,Female,,,fictional
Charlotte,Urakyo Joshi,,,,,,fictional
Charlotte,Ayumi no Tannin,,,,,,fictional
Charlotte,Danshi Seito Komatsu,,,,,,fictional
Charlotte,Joshi Seito Katou,,,,,,fictional
Charlotte,Joshi Seito Kijima,,,,,,fictional
Charlotte,Koike Ishi,,,,,,fictional
Charlotte,Someda Keiji,,,,,,fictional
Charlotte,Sougiba no Josei,,,,,,fictional
Charlotte,Kurofuku A,,,,,,fictional
Charlotte,Kurofuku B,,,,,,fictional
Charlotte,Danshi Seito Amamiya,,,,,,fictional
Charlotte,Regent no Otoko,,,,,,fictional
Charlotte,Telepathy Nouryokusha,,,,,,fictional
Charlotte,Kanshiin A,,,,,,fictional
Charlotte,Kanshiin B,,,,,,fictional
Charlotte,Kanshiin C,,,,,,fictional
Charlotte,Chuugaku Danshi A,,,,,,fictional
Charlotte,Chuugaku Danshi B,,,,,,fictional
Charlotte,Chuugaku Danshi C,,,,,,fictional
Charlotte,Chuugaku Danshi D,,,,,,fictional
Charlotte,Chuugaku Joshi,,,,,,fictional
Charlotte,TVCM Onsei,,,,,,fictional
Charlotte,Maru Megane Otoko,,,Male,,,fictional
Charlotte,Chuusha Otoko,,,Male,,,fictional
Charlotte,Anshi Scope Otoko,,,Male,,,fictional
Charlotte,Yusa no Haha,,,Female,,,fictional
Charlotte,Yusa no Chichi,,,Male,,,fictional
Charlotte,Sokoban Narration,,,,,,fictional
Charlotte,Angelo,,,Male,,,fictional
Charlotte,Yuuki no Shoujo,,,Female,,,fictional
Charlotte,Dokushinjutsu no Leader,,,Male,,,fictional
Charlotte,Bodyguard A,,,,,,fictional
Charlotte,Bodyguard B,,,,,,fictional
Charlotte,Honyaki Nouryoku no Afro,,,Male,,,fictional
Charlotte,Touketsu Nouryoku no Turban,,,,,,fictional
Charlotte,Carrier no Seinenhei,,,Male,,,fictional
Charlotte,TV Announcer,,,,,,fictional
Charlotte,Chiyu no Shoujo,,,,,,fictional
Shiki Specials,Toshio Ozaki,,32,Male,,,fictional
Shiki Specials,Nao Yasumori,,,,,,fictional
Shiki Specials,Kanami Yano,,,,,,fictional
Shiki Specials,Motoko Maeda,,,,,,fictional
Shiki Specials,Takatoshi Hirosawa,,,,,,fictional
Shiki Specials,Ritsuko Kunihiro,,,,,,fictional
Shiki Specials,Hayami,,,,,,fictional
Shiki Specials,Tamo Sadaichi,,,,,,fictional
Beelzebub,Tatsumi Oga,Aug 31,16,Male,,179,fictional
Beelzebub,Takayuki Furuichi,Nov 11,16,Male,,175,fictional
Beelzebub,Hildegard,,16,Female,,,fictional
Beelzebub,Kaiser de Emperana Beelzebub IV,,,,,,fictional
Beelzebub,Alaindelon Bathin de Emuna,,,Male,,,fictional
Beelzebub,Aoi Kunieda,May 15,17-19,Female,,"State Branchs Sunflower
Height",fictional
Beelzebub,Hidetora Toujou,Aug 6,18,Male,,18 Birthday,fictional
Beelzebub,Hajime Kanzaki,Jun 1,18,Male,,178,fictional
Beelzebub,Tatsuya Himekawa,Apr 17,18,Male,,"Aries
Height",fictional
