Category,Name,Height,Pro1,pro2
241671,G. Sandoval,170.18,MX,Guadalajara,211
241671,Y. Bodiger,187.96,FR,Toulouse Football Club,211
241671,T. Kleindienst,193.04,DE,SC Freiburg,211
241671,J. Abella,175.26,MX,Santos Laguna,211
241671,U. Emanuelson,175.26,NL,FC Utrecht,211
241671,R. Tesche,180.34,DE,VfL Bochum 1848,211
241671,B. Nivet,177.8,FR,ESTAC Troyes,211
241671,Léo Jabá,180.34,BR,PAOK,211
241671,Paulo Henrique,185.42,BR,Akhisar Belediyespor,211
241671,Y. Meriah,190.5,TN,Olympiacos CFP,211
241671,A. Soto,177.8,AR,Racing Club,211
241671,J. Quiñones,177.8,CO,Tigres U.A.N.L.,211
241671,Domingos Duarte,190.5,PT,Deportivo de La Coruña,211
241671,E. Başsan,177.8,TR,BB Erzurumspor,211
241671,F. Avenatti,195.58,UY,KV Kortrijk,211
241671,V. Fiorillo,190.5,IT,Pescara,211
241671,O. González,182.88,CL,Deportivo Toluca,211
241671,Zheng Zhi,180.34,CN,Guangzhou Evergrande Taobao FC,211
241671,M. Henriksen,187.96,NO,Hull City,211
241671,Paulolettinho,180.34,BR,Paraná,211
241671,S. Malezas,193.04,GR,PAOK,211
241671,W. Lautoa,182.88,NC,Dijon FCO,211
241671,M. Fofana,177.8,CI,Atiker Konyaspor,211
241671,J. Cornejo,177.8,CL,Club León,211
241671,J. Duque,182.88,CO,Club Atlas,211
241671,E. Horvath,195.58,US,Club Brugge KV,211
241671,J. McClean,180.34,IE,Stoke City,211
241671,A. Guédioura,177.8,DZ,Nottingham Forest,211
241671,E. Valentini,182.88,DE,1. FC Nürnberg,211
241671,J. Šimunović,190.5,BA,Celtic,211
241671,C. Kouamé,185.42,CI,Genoa,211
241671,N. De Pauw,180.34,BE,SV Zulte-Waregem,211
241671,Alex das Freitas,172.72,BR,América FC (Minas Gerais),211
241671,Mossa,177.8,ES,Real Oviedo,211
241671,J. Marriott,172.72,GB,Derby County,211
241671,J. Riojas,175.26,PY,,211
241671,L. Fröde,193.04,DE,MSV Duisburg,211
241671,L. Pokorný,190.5,CZ,SK Slavia Praha,211
241671,D. Vavro,190.5,SK,FC København,211
241671,M. Bjärsmyr,185.42,SE,Sivasspor,211
241671,Oriol Riera,182.88,ES,Western Sydney Wanderers,211
241671,M. Maolida,182.88,FR,OGC Nice,211
241671,M. Mostefa,180.34,DZ,AS Béziers,211
241671,R. Carrascal,172.72,CO,Deportes Tolima,211
241671,O. Mangala,177.8,BE,Hamburger SV,211
241671,M. Barthelmé,175.26,FR,La Berrichonne de Châteauroux,211
241671,A. Novikovas,177.8,LT,Jagiellonia Białystok,211
241671,Ji Dong Won,187.96,KR,FC Augsburg,211
241671,R. Rúnarsson,185.42,IS,Dijon FCO,211
241671,D. Rotariu,180.34,RO,AZ Alkmaar,211
241671,Paulinho,177.8,BR,Bayer 04 Leverkusen,211
241671,Juan Carlos,182.88,ES,UD Almería,211
241671,M. Korhut,180.34,HU,,211
241671,S. Piette,170.18,CA,Montreal Impact,211
241671,N. Ortigoza,180.34,PY,Rosario Central,211
241671,António Filipe,187.96,PT,GD Chaves,211
241671,M. Pereira Lage,180.34,PT,Clermont Foot 63,211
241671,Jean Cléber,180.34,BR,Clube Sport Marítimo,211
241671,O. Danchenko,177.8,UA,Shakhtar Donetsk,211
241671,C. Pantilimon,203.2,RO,Nottingham Forest,211
241671,Guillermo,180.34,ES,CD Numancia,211
241671,O. Vizcarrondo,190.5,VE,ESTAC Troyes,211
241671,E. Aguirre,172.72,MX,Pachuca,211
241671,Edu Machado,175.26,PT,Boavista FC,211
241671,H. Dean,190.5,GB,Birmingham City,211
241671,D. Andrade,172.72,CO,Deportivo Cali,211
241671,D. Martínez,175.26,AR,Unión de Santa Fe,211
241671,C. Bryson,170.18,gb-sct,Derby County,211
241671,B. Başaçıkoğlu,172.72,TR,Kayserispor,211
241671,K. Mrabti,175.26,SE,Djurgårdens IF,211
241671,M. Fraga,182.88,MX,U.N.A.M.,211
241671,I. Oblyakov,175.26,RU,PFC CSKA Moscow,211
241671,S. Logan,175.26,GB,Aberdeen,211
241671,D. Kaiser,170.18,DE,Brøndby IF,211
241671,D. Silva,175.26,CO,Millonarios FC,211
241671,A. Nwakaeme,185.42,NG,Trabzonspor,211
241671,J. Sambenito,182.88,PY,,211
241671,Toribio,175.26,ES,AD Alcorcón,211
241671,M. Yumlu,190.5,TR,Akhisar Belediyespor,211
241671,A. Milošević,190.5,SE,AIK,211
241671,D. Nounkeu,182.88,CM,Akhisar Belediyespor,211
241671,M. Barragán,177.8,MX,Club Necaxa,211
241671,M. Ilaimaharitra,177.8,MG,Sporting de Charleroi,211
241671,H. González,185.42,MX,Club Necaxa,211
241671,J. El Yamiq,190.5,MA,Perugia,211
241671,João Teixeira,177.8,PT,GD Chaves,211
241671,M. Doumbia,170.18,ML,Stade de Reims,211
241671,R. Brégerie,190.5,FR,1. FC Magdeburg,211
241671,A. Diallo,190.5,SN,Stade Rennais FC,211
241671,M. Bruno,177.8,BE,Sporting de Charleroi,211
241671,J. Faussurier,172.72,FR,Stade Brestois 29,211
241671,C. Wickham,190.5,GB,Crystal Palace,211
241671,A. Abrashi,172.72,AL,SC Freiburg,211
241671,K. Nakamura,185.42,JP,Kashiwa Reysol,211
241671,Suso Santana,172.72,ES,CD Tenerife,211
241671,J. Bowen,175.26,GB,Hull City,211
241671,Garrido,185.42,ES,Cádiz CF,211
241671,E. N'Dicka,193.04,FR,Eintracht Frankfurt,211
241671,J. González,175.26,MX,Monterrey,211
241671,M. Suárez,182.88,UY,,211
241671,Y. Andreu,177.8,FR,Angers SCO,211
241671,J. Obita,180.34,GB,Reading,211
241671,Z. Erdal,182.88,TR,Sivasspor,211
241671,L. Capezzi,177.8,IT,Empoli,211
241671,Elsinho,180.34,BR,Kawasaki Frontale,211
241671,D. Asprilla,177.8,CO,Al Fayha,211
241671,S. Torrico,182.88,AR,San Lorenzo de Almagro,211
241671,Léo Gamalho,187.96,BR,Pohang Steelers,211
241671,J. Plašil,182.88,CZ,FC Girondins de Bordeaux,211
241671,T. Darikwa,187.96,ZW,Nottingham Forest,211
241671,Guilherme Sityá,177.8,BR,Jagiellonia Białystok,211
241671,Escassi,185.42,ES,CD Numancia,211
241671,G. Achilier,177.8,EC,Monarcas Morelia,211
241671,Verza,180.34,ES,CF Rayo Majadahonda,211
241671,B. Salamon,195.58,PL,Frosinone,211
241671,A. Forshaw,175.26,GB,Leeds United,211
241671,J. Quiñones,195.58,CO,Deportes Tolima,211
241671,W. Camacho,177.8,UY,Rosario Central,211
241671,T. Buffel,175.26,BE,SV Zulte-Waregem,211
241671,Xisco,187.96,ES,CA Osasuna,211
241671,Adeilson Gesser,175.26,BR,Bahia,211
241671,Roderick Miranda,193.04,PT,Olympiacos CFP,211
241671,N. Besara,182.88,SE,Örebro SK,211
241671,D. Zbozień,185.42,PL,Arka Gdynia,211
241671,J. Cuero,175.26,CO,América de Cali,211
241671,R. Coly,185.42,SN,OGC Nice,211
241671,K. Müller,190.5,DE,1. FC Heidenheim 1846,211
241671,R. Zozulya,180.34,UA,Albacete BP,211
241671,R. Mphahlele,185.42,ZA,Kaizer Chiefs,211
241671,K. Lee,177.8,GB,Sheffield Wednesday,211
241671,B. Koita,185.42,FR,Kasimpaşa SK,211
241671,Heltinho Melo,175.26,BR,Atlético Paranaense,211
241671,Nascimentardo,170.18,BR,Ceará Sporting Club,211
241671,P. Barrera,177.8,MX,U.N.A.M.,211
241671,R. Pucino,182.88,IT,US Salernitana 1919,211
241671,Miguel Rodrigues,187.96,PT,Rio Ave FC,211
241671,C. Pinares,175.26,CL,Colo-Colo,211
241671,A. Gonçalves,177.8,FR,RC Strasbourg Alsace,211
241671,K. Musona,172.72,ZW,RSC Anderlecht,211
241671,Tiago,180.34,BR,Jeonbuk Hyundai Motors,211
241671,N. Leiva,172.72,ES,Olympiacos CFP,211
241671,A. Schiavone,180.34,IT,Venezia FC,211
241671,Manuel da Costa,190.5,MA,Medipol Başakşehir FK,211
241671,S. Hierländer,180.34,AT,SK Sturm Graz,211
241671,Bruno Alves,187.96,PT,Parma,211
241671,J. Velázquez,182.88,AR,Club Tijuana,211
241671,M. Chanot,185.42,LU,New York City FC,211
241671,O. McBurnie,190.5,gb-sct,Swansea City,211
241671,J. Onomah,185.42,GB,Sheffield Wednesday,211
241671,M. Madl,180.34,AT,FK Austria Wien,211
241671,Cucurella,172.72,ES,SD Eibar,211
241671,C. Araujo,172.72,AR,Club Atlético Huracán,211
241671,M. Hartmann,193.04,DE,SG Dynamo Dresden,211
241671,M. Spiranovic,193.04,AU,Perth Glory,211
241671,Chong Te Se,180.34,KP,Shimizu S-Pulse,211
241671,M. Albornoz,180.34,CL,Hannover 96,211
241671,A. Nukan,195.58,TR,RB Leipzig,211
241671,L. Szukała,195.58,PL,MKE Ankaragücü,211
241671,E. Perlaza,172.72,CO,Independiente Medellín,211
241671,M. Dal Hende,177.8,DK,FC Midtjylland,211
241671,Emerson Avintes,177.8,BR,Chapecoense,211
241671,Saberto Botelho,182.88,BR,Atlético Paranaense,211
241671,J. Dahlin,190.5,SE,Malmö FF,211
241671,Martin Cordeia,180.34,BR,Internacional,211
241671,A. Oukidja,182.88,DZ,FC Metz,211
241671,B. Angulo,182.88,EC,,211
241671,S. Burchert,187.96,DE,SpVgg Greuther Fürth,211
241671,Nélson Monte,187.96,PT,Rio Ave FC,211
241671,D. Rojas,165.1,CL,Universidad Católica,211
241671,Charles,185.42,BR,Clube Sport Marítimo,211
241671,H. Wolf,175.26,AT,FC Red Bull Salzburg,211
241671,E. Videla,175.26,AR,Club Atlético Aldosivi,211
241671,P. Ledesma,177.8,AR,Patronato,211
241671,R. van Drongelen,185.42,NL,Hamburger SV,211
241671,F. Jensen,182.88,FI,FC Augsburg,211
241671,Artur,180.34,BR,Columbus Crew SC,211
241671,Edgar Costa,177.8,PT,Clube Sport Marítimo,211
241671,S. Martínez,175.26,CL,CD Huachipato,211
241671,D. Fisher,175.26,GB,Preston North End,211
241671,L. Clarke,187.96,GB,Sheffield United,211
241671,T. Hubočan,182.88,SK,Olympique de Marseille,211
241671,Dani Castellano,180.34,ES,UD Las Palmas,211
241671,Javi Castellano,182.88,ES,UD Las Palmas,211
241671,P. Olkowski,182.88,PL,Bolton Wanderers,211
241671,M. Caligiuri,180.34,DE,SpVgg Greuther Fürth,211
241671,Marlion Rolim,175.26,BR,Cruzeiro,211
241671,D. Burn,198.12,GB,Wigan Athletic,211
241671,S. Schwab,182.88,AT,SK Rapid Wien,211
241671,O. Aina,182.88,NG,Torino,211
241671,A. Mina,190.5,EC,Yeni Malatyaspor,211
241671,S. Guirassy,187.96,FR,1. FC Köln,211
241671,L. Paqarada,182.88,XK,SV Sandhausen,211
241671,J. Sánchez,167.64,MX,Guadalajara,211
241671,J. Wallace,177.8,GB,Millwall,211
241671,Jota,170.18,PT,CD Nacional,211
241671,Jesús Imaz,175.26,ES,Wisła Kraków,211
241671,Dani Hernández,195.58,VE,CD Tenerife,211
241671,K. Diatta,175.26,SN,Club Brugge KV,211
241671,X. Chavalerin,177.8,FR,Stade de Reims,211
241671,G. Tzavellas,182.88,GR,Alanyaspor,211
241671,O. Omoijuanfo,187.96,NO,Stabæk Fotball,211
241671,S. Dimitrievski,187.96,MK,Rayo Vallecano,211
241671,Eltildo Bessa,165.1,BR,Paraná,211
241671,B. Marshall,180.34,GB,Norwich City,211
241671,N. Mendez-Laing,180.34,GB,Cardiff City,211
241671,Álex Martínez,175.26,ES,Granada CF,211
241671,Z. Bakkali,167.64,BE,RSC Anderlecht,211
241671,G. Gimbert,182.88,FR,AC Ajaccio,211
241671,M. Gajić,177.8,RS,FC Girondins de Bordeaux,211
241671,S. Aigner,182.88,DE,KFC Uerdingen 05,211
241671,P. Köpke,177.8,DE,Hertha BSC,211
241671,F. Klos,193.04,DE,DSC Arminia Bielefeld,211
241671,K. McLean,182.88,gb-sct,Norwich City,211
241671,M. Olsson,177.8,SE,Swansea City,211
241671,C. Nyman,185.42,SE,Eintracht Braunschweig,211
241671,O. Estupiñán,182.88,CO,Vitória Guimarães,211
241671,B. Wright,182.88,AU,Bristol City,211
241671,J. Bednarek,187.96,PL,Southampton,211
241671,L. Vibe,180.34,DK,Changchun Yatai FC,211
241671,O. Jiménez,182.88,MX,Club América,211
241671,Alejandro Rodríguez,182.88,ES,Empoli,211
241671,T. Elphick,187.96,GB,Hull City,211
241671,David Ferreiro,170.18,ES,SD Huesca,211
241671,M. Gobbi,182.88,IT,Parma,211
241671,R. Insigne,172.72,IT,Benevento,211
241671,N. Gyömbér,187.96,SK,Perugia,211
241671,Túlio Sandoiro,185.42,BR,América FC (Minas Gerais),211
241671,Hélder Barbosa,172.72,PT,Akhisar Belediyespor,211
241671,B. Sako,182.88,ML,West Bromwich Albion,211
241671,M. Domizzi,185.42,IT,Venezia FC,211
241671,P. Oniangué,190.5,CG,Stade Malherbe Caen,211
241671,P. Onuachu,200.66,NG,FC Midtjylland,211
241671,F. Balmont,167.64,FR,Dijon FCO,211
241671,Antoñito,175.26,ES,Real Valladolid CF,211
241671,A. Baby,182.88,SN,Royal Antwerp FC,211
241671,B. Petković,193.04,HR,Dinamo Zagreb,211
241671,Nélson Lenho,177.8,PT,CD Aves,211
241671,Gumbau,187.96,ES,CD Leganés,211
241671,C. Aboagye,162.56,GH,Club Atlas,211
241671,Y. Erdoğan,170.18,TR,Bursaspor,211
241671,Paulinho,175.26,BR,US Cremonese,211
241671,J. Cooper,193.04,GB,Millwall,211
241671,S. Malone,187.96,GB,Derby County,211
241671,M. Maloča,190.5,HR,SpVgg Greuther Fürth,211
241671,G. Berardi,177.8,CH,Leeds United,211
241671,Samu García,177.8,ES,Levante UD,211
241671,T. Derijck,185.42,BE,KAA Gent,211
241671,A. Khalili,182.88,SE,Kasimpaşa SK,211
241671,Y. Endo,177.8,JP,Gamba Osaka,211
241671,E. Kaçe,170.18,AL,Panathinaikos FC,211
241671,D. Machado,172.72,CO,Atlético Nacional,211
241671,S. Plavšić,165.1,RS,Sparta Praha,211
241671,H. Reed,175.26,GB,Blackburn Rovers,211
241671,S. Klaiber,182.88,NL,FC Utrecht,211
241671,J. Boga,175.26,CI,Sassuolo,211
241671,D. Contento,177.8,DE,Fortuna Düsseldorf,211
241671,S. Padoin,177.8,IT,Cagliari,211
241671,D. Foulquier,182.88,FR,Getafe CF,211
241671,Paco Montañés,172.72,ES,CD Tenerife,211
241671,T. Dingomé,175.26,FR,Stade de Reims,211
241671,D. Kądzior,175.26,PL,Dinamo Zagreb,211
241671,E. Taşdemir,175.26,TR,Bursaspor,211
241671,P. Coutts,182.88,gb-sct,Sheffield United,211
241671,D. Dumić,193.04,BA,SG Dynamo Dresden,211
241671,Juan Carlos,187.96,ES,CD Lugo,211
241671,S. Privat,187.96,FR,Valenciennes FC,211
241671,G. Montiel,175.26,AR,River Plate,211
241671,João Gamboa,187.96,PT,Clube Sport Marítimo,211
241671,A. Zhirov,193.04,RU,SV Sandhausen,211
241671,M. Tosetti,175.26,CH,FC Thun,211
241671,André Milazisco,187.96,BR,Atlético Paranaense,211
241671,M. Colin,180.34,FR,Birmingham City,211
241671,F. Jozefzoon,175.26,NL,Derby County,211
241671,D. Moor,182.88,US,Toronto FC,211
241671,A. Turan,185.42,TR,Atiker Konyaspor,211
241671,O. Bayram,172.72,TR,Galatasaray SK,211
241671,S. Bossut,187.96,BE,SV Zulte-Waregem,211
241671,J. Irvine,187.96,AU,Hull City,211
241671,D. Biraschi,182.88,IT,Genoa,211
241671,A. Bouchalakis,187.96,GR,Olympiacos CFP,211
241671,A. Voglsammer,177.8,DE,DSC Arminia Bielefeld,211
241671,Son Jun Ho,177.8,KR,Jeonbuk Hyundai Motors,211
241671,A. El Said,175.26,EG,Al Ahli,211
241671,A. Yiadom,180.34,GH,Reading,211
241671,W. Sobota,175.26,PL,FC St. Pauli,211
241671,I. Latovlevici,175.26,RO,Bursaspor,211
241671,B. Leal,172.72,CL,San Luis de Quillota,211
241671,E. Zelazny,185.42,FR,Stade Malherbe Caen,211
241671,A. Brignoli,187.96,IT,Palermo,211
241671,K. Narey,180.34,DE,Hamburger SV,211
241671,M. Pugh,180.34,GB,Bournemouth,211
241671,S. McTominay,193.04,gb-sct,Manchester United,211
241671,Fabrício Baiano,177.8,BR,Clube Sport Marítimo,211
241671,F. Navarro,165.1,MX,Club León,211
241671,R. Bajić,187.96,BA,Medipol Başakşehir FK,211
241671,M. Le Bihan,182.88,FR,OGC Nice,211
241671,A. Rentería,177.8,CO,Cruz Azul,211
241671,A. Leya Iseka,182.88,BE,Toulouse Football Club,211
241671,André Moreira,193.04,PT,Aston Villa,211
241671,C. Gülselam,193.04,TR,Alanyaspor,211
241671,M. Rodríguez,177.8,AR,Universidad de Chile,211
241671,G. Litteri,185.42,IT,Venezia FC,211
241671,Raphael Rossi,187.96,BR,FC Sion,211
241671,B. Kamara,193.04,FR,RC Strasbourg Alsace,211
241671,R. Oshima,167.64,JP,Kawasaki Frontale,211
241671,L. Bruins,180.34,NL,Excelsior,211
241671,N. Kebano,170.18,cg,Fulham,211
241671,Wiliam Santinho,195.58,BR,Fluminense,211
241671,L. Sadiku,185.42,XK,Kasimpaşa SK,211
241671,Y. Barbet,187.96,FR,Brentford,211
241671,Javi Moyano,180.34,ES,Real Valladolid CF,211
241671,J. McLaughlin,187.96,gb-sct,Sunderland,211
241671,M. Büchel,175.26,LI,Empoli,211
241671,B. Oviedo,172.72,CR,Sunderland,211
241671,J. Osorio,175.26,CA,Toronto FC,211
241671,Wagner Orsinho,175.26,BR,Fluminense,211
241671,J. Elías,180.34,AR,Godoy Cruz,211
241671,Evandro,177.8,BR,Hull City,211
241671,Manu Morlanes,177.8,ES,Villarreal CF,211
241671,K. Großkreutz,185.42,DE,KFC Uerdingen 05,211
241671,T. Kessler,198.12,DE,1. FC Köln,211
241671,M. Beevers,193.04,GB,Bolton Wanderers,211
241671,D. Gastaldello,185.42,IT,Brescia,211
241671,P. Faragò,187.96,IT,Cagliari,211
241671,C. Ramírez,182.88,CO,Rionegro Águilas,211
241671,I. Bennacer,172.72,DZ,Empoli,211
241671,O. Coulibaly,182.88,ML,Panathinaikos FC,211
241671,Alex Alegría,187.96,ES,Rayo Vallecano,211
241671,C. Adjapong,180.34,IT,Sassuolo,211
241671,Dorado,180.34,ES,Rayo Vallecano,211
241671,J. Walters,182.88,IE,Ipswich Town,211
241671,A. De Sart,180.34,BE,Sint-Truidense VV,211
241671,Luisinho Conradi,175.26,BR,Atlético Mineiro,211
241671,B. Özcan,180.34,TR,VfB Stuttgart,211
241671,P. Bamford,185.42,GB,Leeds United,211
241671,R. López,185.42,MX,Pachuca,211
241671,F. Monteseirín,182.88,AR,Club Atlético Lanús,211
241671,A. Calabresi,185.42,IT,Bologna,211
241671,J. Léa Siliki,182.88,FR,Stade Rennais FC,211
241671,J. De Sart,185.42,BE,KV Kortrijk,211
241671,M. Sylla,175.26,SN,SV Zulte-Waregem,211
241671,K. Boli,182.88,FR,Guizhou Hengfeng FC,211
241671,D. Avdijaj,172.72,XK,Willem II,211
241671,Nauzet,190.5,ES,UD Las Palmas,211
241671,G. Molins,185.42,SE,Malmö FF,211
241671,M. Hector,193.04,JM,Sheffield Wednesday,211
241671,S. Andersson,190.5,SE,1. FC Union Berlin,211
241671,F. Erpen,180.34,AR,San Martín de San Juan,211
241671,F. Meza,175.26,AR,Colo-Colo,211
241671,D. Lemos,177.8,AR,Patronato,211
241671,Z. Kuzmanović,185.42,RS,FC Basel 1893,211
241671,Lisandro Semedo,175.26,PT,Fortuna Sittard,211
241671,J. Prior,187.96,FR,FC Girondins de Bordeaux,211
241671,V. Salazar,175.26,AR,San Lorenzo de Almagro,211
241671,A. Diomande,180.34,NO,Los Angeles FC,211
241671,A. Niane,182.88,ML,Sporting de Charleroi,211
241671,Stephen Eustáquio,177.8,PT,GD Chaves,211
241671,W. Montoya,175.26,AR,Cruz Azul,211
241671,Kadu,187.96,BR,Göztepe SK,211
241671,D. Bentley,187.96,GB,Brentford,211
241671,B. Drągowski,187.96,PL,Fiorentina,211
241671,G. Mancini,190.5,IT,Atalanta,211
241671,T. Clarke,180.34,GB,Preston North End,211
241671,F. Boeckx,180.34,BE,RSC Anderlecht,211
241671,Adryan,175.26,BR,FC Sion,211
241671,M. Grüttner,185.42,DE,SSV Jahn Regensburg,211
241671,J. Cevallos,185.42,EC,Sporting Lokeren,211
241671,L. Acosta,187.96,AR,Belgrano de Córdoba,211
241671,M. Guendouzi,185.42,FR,Arsenal,211
241671,F. Nita,182.88,RO,Sparta Praha,211
241671,P. Ebert,175.26,DE,SG Dynamo Dresden,211
241671,D. Marshall,190.5,gb-sct,Hull City,211
241671,K. Peterson,185.42,SE,Heracles Almelo,211
241671,S. Lammers,187.96,NL,SC Heerenveen,211
241671,A. King,182.88,gb-wls,Leicester City,211
241671,P. Mwene,172.72,AT,1. FSV Mainz 05,211
241671,Andrei Girotto,185.42,BR,FC Nantes,211
241671,Danilo Silva,185.42,BR,Los Angeles FC,211
241671,B. Kuscevic,185.42,CL,Universidad Católica,211
241671,D. Sallói,185.42,HU,Sporting Kansas City,211
241671,Ukra,175.26,PT,Santa Clara,211
241671,B. Acosta,182.88,CR,SK Brann,211
241671,Tramontinaldo,175.26,BR,Atlético Paranaense,211
241671,S. Hernández,177.8,CO,Junior FC,211
241671,L. Lacroix,198.12,CH,Hamburger SV,211
241671,A. Godoy,182.88,PA,San Jose Earthquakes,211
241671,N. McGinn,177.8,GB-NIR,Aberdeen,211
241671,T. Boyd,180.34,NZ,Vitória Guimarães,211
241671,M. Eikrem,182.88,NO,Molde FK,211
241671,Kang Hyeon Mu,185.42,KR,Pohang Steelers,211
241671,H. Toledo,177.8,AR,Argentinos Juniors,211
241671,M. Lacen,175.26,DZ,Málaga CF,211
241671,E. Adu,177.8,GH,AIK,211
241671,L. Antei,187.96,IT,Benevento,211
241671,Adriano,170.18,BR,Jeonbuk Hyundai Motors,211
241671,N. Foor,172.72,NL,Vitesse,211
241671,C. Quintana,190.5,AR,Club Atlético Talleres,211
241671,Ângelo Neto,180.34,BR,Moreirense FC,211
241671,A. Tinnerholm,175.26,SE,New York City FC,211
241671,V. Verre,180.34,IT,Perugia,211
241671,I. Provedel,193.04,IT,Empoli,211
241671,R. Herrera,187.96,UY,Pachuca,211
241671,J. Féret,187.96,FR,AJ Auxerre,211
241671,J. Attamah,180.34,GH,Medipol Başakşehir FK,211
241671,Bremer,182.88,BR,Torino,211
241671,Dorca,182.88,ES,AD Alcorcón,211
241671,Defendi,190.5,BR,CD Aves,211
241671,Jonas,185.42,BR,Al Ittihad,211
241671,P. Armero,175.26,CO,América de Cali,211
241671,H. Van Der Bruggen,180.34,BE,KV Kortrijk,211
241671,L. Garritano,172.72,IT,Cosenza,211
241671,K. Balanta,177.8,CO,Deportivo Cali,211
241671,Silvosinho,177.8,BR,Santos,211
241671,Tony Muttinho,182.88,BR,Paraná,211
241671,D. Petratos,175.26,AU,Newcastle Jets,211
241671,Manu Barreiro,190.5,ES,Gimnàstic de Tarragona,211
241671,R. Köse,193.04,TR,Kasimpaşa SK,211
241671,Oier,177.8,ES,CA Osasuna,211
241671,N. Rimando,177.8,US,Real Salt Lake,211
241671,J. Arzura,175.26,AR,UD Almería,211
241671,S. Davis,182.88,US,New York Red Bulls,211
241671,Nacho Vidal,180.34,ES,CA Osasuna,211
241671,M. Samudio,172.72,PY,Querétaro,211
241671,M. Martin,170.18,FR,Stade de Reims,211
241671,F. Cubero,175.26,AR,Vélez Sarsfield,211
241671,R. Baca,170.18,MX,Cruz Azul,211
241671,Ivo Pinto,182.88,PT,Norwich City,211
241671,S. Doukara,185.42,FR,Antalyaspor,211
241671,Y. Shakhov,187.96,UA,PAOK,211
241671,O. Çek,172.72,TR,Kasimpaşa SK,211
241671,O. Zinchenko,175.26,UA,Manchester City,211
241671,S. Limbombe,167.64,BE,KAA Gent,211
241671,K. Galanopoulos,172.72,GR,AEK Athens,211
241671,Feng Xiaoting,187.96,CN,Guangzhou Evergrande Taobao FC,211
241671,M. Jevtovic,193.04,RS,Atiker Konyaspor,211
241671,Arroyo,180.34,ES,Albacete BP,211
241671,Joel Pereira,187.96,PT,Vitória de Setúbal,211
241671,Xavier,175.26,PT,CD Tondela,211
241671,E. Remedi,170.18,AR,Atlanta United,211
241671,L. Mareček,182.88,CZ,Sporting Lokeren,211
241671,C. Martina,185.42,CW,Stoke City,211
241671,K. Sugimoto,187.96,JP,Cerezo Osaka,211
241671,A. Wilkinson,187.96,AU,Sydney FC,211
241671,Mano,170.18,PT,Vitória de Setúbal,211
241671,B. Rienstra,182.88,NL,SC Heerenveen,211
241671,Z. Kalmár,185.42,HU,,211
241671,P. Aquino,175.26,PE,Club León,211
241671,R. Faty,193.04,SN,MKE Ankaragücü,211
241671,M. te Wierik,190.5,NL,FC Groningen,211
241671,J. Callsen-Bracker,187.96,DE,FC Augsburg,211
241671,J. Isijara,180.34,MX,Santos Laguna,211
241671,R. Torres,187.96,PA,Seattle Sounders FC,211
241671,M. Çelik,180.34,TR,LOSC Lille,211
241671,B. Sharp,175.26,GB,Sheffield United,211
241671,T. Tomiyasu,187.96,JP,Sint-Truidense VV,211
241671,G. Thorne,187.96,GB,Derby County,211
241671,O. Rashid,175.26,IQ,Santa Clara,211
241671,M. Al Owais,187.96,SA,Al Ahli,211
241671,S. Palacios,170.18,AR,Pachuca,211
241671,D. Benlamri,185.42,DZ,Al Shabab,211
241671,O. Haddadi,182.88,TN,Dijon FCO,211
241671,N. Katić,193.04,HR,Rangers FC,211
241671,S. Thern,180.34,SE,IFK Norrköping,211
241671,N. Bitton,193.04,IL,Celtic,211
241671,A. Søderlund,187.96,NO,Rosenborg BK,211
241671,A. Ateef,175.26,SA,Al Hilal,211
241671,E. García,170.18,MX,Pachuca,211
241671,Alexandre Guedes,185.42,PT,Vitória Guimarães,211
241671,R. Hilbert,182.88,DE,SpVgg Greuther Fürth,211
241671,Álvaro Lemos,175.26,ES,UD Las Palmas,211
241671,Flávio,190.5,BR,CD Feirense,211
241671,Pombaxinho,190.5,BR,Vitória,211
241671,R. Sawyers,185.42,KN,Brentford,211
241671,D. Lekić,193.04,RS,Cádiz CF,211
241671,N. Champagne,190.5,AR,Real Oviedo,211
241671,Fábio,172.72,BR,FC Nantes,211
241671,Deivid,187.96,ES,UD Las Palmas,211
241671,B. Hämäläinen,177.8,DK,SG Dynamo Dresden,211
241671,S. Dubarbier,177.8,AR,Deportivo de La Coruña,211
241671,L. Cavanda,180.34,BE,Standard de Liège,211
241671,Patrick,172.72,BR,Santa Clara,211
241671,C. Cisneros,175.26,MX,Guadalajara,211
241671,J. Brownhill,177.8,GB,Bristol City,211
241671,Heitinho Zanon,187.96,BR,Bahia,211
241671,J. Bolingi,187.96,cg,Royal Antwerp FC,211
241671,E. Conde,187.96,UY,,211
241671,T. Hemed,185.42,IL,Queens Park Rangers,211
241671,L. Krajnc,187.96,SI,Frosinone,211
241671,P. Terracciano,193.04,IT,Empoli,211
241671,N. Pasquini,172.72,AR,Club Atlético Lanús,211
241671,G. Acosta,167.64,AR,Atlético Tucumán,211
241671,Fernando Boldrin,180.34,BR,Çaykur Rizespor,211
241671,Fidel,180.34,ES,UD Las Palmas,211
241671,M. Rodriguez,180.34,UY,San Luis de Quillota,211
241671,K. Sema,180.34,SE,Watford,211
241671,Y. Candelo,170.18,CO,Atlético Nacional,211
241671,R. García Guerreño,185.42,PY,Club Atlético Lanús,211
241671,A. Maitland-Niles,177.8,GB,Arsenal,211
241671,Nathael Silbeira,187.96,BR,Cruzeiro,211
