name,gender,height,category,subcat1,subcat2,extras
tulip joshi,,168.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1979-09-11', 'deathDate': None}"
tulisa contostavlos,f,168.0,Celebrity,Rapper,,"{'net_worth': 4000000.0, 'gender': 'f', 'nationality': 'gb', 'birthday': '1988-07-13', 'age': 34.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tupac shakur,,176.0,Celebrity,Rapper,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1971-06-16', 'deathDate': '1996-09-13'}"
tupele dorgu,,175.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1977-12-13', 'deathDate': None}"
tuppence middleton,,170.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1987-02-21', 'deathDate': None}"
tura satana,,170.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1938-07-10', 'deathDate': '2011-02-04'}"
tushar pandey,,178.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1991-11-22', 'deathDate': None}"
tusshar kapoor,,169.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1976-11-20', 'deathDate': None}"
tuva novotny,,164.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1979-12-21', 'deathDate': None}"
twiggy lesley lawson,f,172.0,Celebrity,singer,,"{'net_worth': 50000000.0, 'gender': 'f', 'nationality': 'gb', 'birthday': '1949-09-19', 'age': 73.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
twinkle khanna,f,163.0,Celebrity,Actress,movie,"{'net_worth': 30000000.0, 'gender': 'f', 'nationality': 'in', 'birthday': '1974-12-29', 'age': 48.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
twinnie lee moore,,172.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
ty burrell,m,183.0,Celebrity,Actor,tv,"{'net_worth': 26000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1967-08-22', 'age': 55.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
ty olsson,,180.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1974-01-28', 'deathDate': None}"
ty simpkins,m,133.0,Celebrity,Actor,movie,"{'net_worth': 2000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '2001-08-06', 'age': 21.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tye sheridan,,171.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1996-11-11', 'deathDate': None}"
tyga,m,171.0,Celebrity,Rapper,,"{'net_worth': 5000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1989-11-19', 'age': 33.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyger drew-honey,,178.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1996-01-26', 'deathDate': None}"
tyler barnhardt,,183.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1993-01-13', 'deathDate': None}"
tyler blackburn,,177.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1986-10-12', 'deathDate': None}"
tyler blevins,,187.0,Celebrity,star,twitch,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1991-06-05', 'deathDate': None}"
tyler christopher,m,178.0,Celebrity,Actor,soap,"{'net_worth': 7000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1972-11-11', 'age': 50.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyler farr,,175.0,Celebrity,singer,country,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
tyler hoechlin,m,166.0,Celebrity,Actor,tv,"{'net_worth': 4000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1987-09-11', 'age': 35.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyler james williams,m,174.0,Celebrity,Actor,tv,"{'net_worth': 5000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1992-10-09', 'age': 30.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyler joseph,m,175.0,Celebrity,singer,rock,"{'net_worth': 16000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1988-12-01', 'age': 34.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyler labine,m,181.0,Celebrity,Actor,tv,"{'net_worth': 2000000.0, 'gender': 'm', 'nationality': 'ca', 'birthday': '1978-04-29', 'age': 45.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyler mane,m,203.0,Celebrity,Actor,movie,"{'net_worth': 2000000.0, 'gender': 'm', 'nationality': 'ca', 'birthday': '1966-12-08', 'age': 56.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyler perry,m,187.0,Celebrity,producer,tv,"{'net_worth': 800000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1969-09-13', 'age': 53.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyler posey,m,178.0,Celebrity,Actor,tv,"{'net_worth': 7000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1991-10-18', 'age': 31.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyler ritter,,185.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1985-01-31', 'deathDate': None}"
tyler the creator,m,188.0,Celebrity,Rapper,,"{'net_worth': 16000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1991-03-06', 'age': 32.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyne daly,f,168.0,Celebrity,Actress,tv,"{'net_worth': 8000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1946-02-21', 'age': 77.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyra banks,f,178.0,Celebrity,show,tv,"{'net_worth': 90000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1973-12-04', 'age': 49.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyrese gibson,m,180.0,Celebrity,singer,r&b,"{'net_worth': 3000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1978-12-30', 'age': 44.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyrod taylor,m,185.0,Celebrity,American Football Player,,"{'net_worth': 1600000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1989-08-03', 'age': 33.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyrone power,,173.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1914-05-05', 'deathDate': '1958-11-15'}"
tyson beckford,m,183.0,Celebrity,model,,"{'net_worth': 8000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1970-12-19', 'age': 52.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyson fury,m,202.0,Celebrity,boxer,,"{'net_worth': 30000000.0, 'gender': 'm', 'nationality': 'ie', 'birthday': '1988-08-12', 'age': 34.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tyson houseman,,173.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1990-02-09', 'deathDate': None}"
tyson ritter,m,185.0,Celebrity,singer,rock,"{'net_worth': 3000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1984-04-24', 'age': 39.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
tzi ma,,170.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
téa leoni,,173.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1966-02-25', 'deathDate': None}"
uday chopra,,170.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1973-01-05', 'deathDate': None}"
udo kier,m,180.0,Celebrity,Actor,,"{'net_worth': 10000000.0, 'gender': 'm', 'nationality': 'de', 'birthday': '1944-10-14', 'age': 78.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
ujjwala raut,,178.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1978-06-11', 'deathDate': None}"
uli latukefu,,196.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1983-08-02', 'deathDate': None}"
ulrich thomsen,,178.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1963-12-06', 'deathDate': None}"
ulrika jonsson,,170.0,Celebrity,show,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
ultimate warrior,m,191.0,Celebrity,Wrestler,,"{'net_worth': 1500000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1959-06-16', 'age': 54.0, 'is_alive': 0.0, 'death': '2014-04-08', 'birthDate': None, 'deathDate': None}"
uma thurman,f,181.0,Celebrity,Actress,movie,"{'net_worth': 45000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1970-04-29', 'age': 53.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
una merkel,,163.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
una stubbs,,159.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1937-05-01', 'deathDate': '2021-08-12'}"
unni mukundan,,168.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1987-09-22', 'deathDate': None}"
uri geller,m,185.0,Celebrity,magician,,"{'net_worth': 20000000.0, 'gender': 'm', 'nationality': 'il', 'birthday': '1946-12-20', 'age': 76.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
uriah shelton,m,168.0,Celebrity,Actor,tv,"{'net_worth': 2000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1997-03-10', 'age': 26.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
urmila matondkar,,156.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1974-02-04', 'deathDate': None}"
ursula andress,f,165.0,Celebrity,Actress,movie,"{'net_worth': 25000000.0, 'gender': 'f', 'nationality': 'ch', 'birthday': '1936-03-19', 'age': 87.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
urvashi rautela,,178.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1994-02-25', 'deathDate': None}"
usain bolt,m,195.0,Celebrity,Runner,,"{'net_worth': 90000000.0, 'gender': 'm', 'nationality': 'jm', 'birthday': '1986-08-21', 'age': 36.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
uta hagen,,170.0,Celebrity,Actress,stage,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1919-06-12', 'deathDate': '2004-01-14'}"
utkarsh ambudkar,,177.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1983-12-08', 'deathDate': None}"
uzo aduba,,160.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1981-02-10', 'deathDate': None}"
vaani kapoor,,165.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1988-08-23', 'deathDate': None}"
vail bloom,,165.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
val kilmer,m,182.0,Celebrity,Actor,movie,"{'net_worth': 25000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1959-12-31', 'age': 63.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
valarie pettiford,,174.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1960-07-08', 'deathDate': None}"
valene kane,,167.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1987-01-30', 'deathDate': None}"
valentino rossi,m,182.0,Celebrity,motorcycle,,"{'net_worth': 160000000.0, 'gender': 'm', 'nationality': 'it', 'birthday': '1979-02-16', 'age': 44.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
valeria golino,f,166.0,Celebrity,Actress,movie,"{'net_worth': 10000000.0, 'gender': 'f', 'nationality': 'it', 'birthday': '1965-10-22', 'age': 57.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
valeria mazza,,175.0,Celebrity,model,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
valerie azlynn,,175.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1980-11-25', 'deathDate': None}"
valerie bertinelli,f,161.0,Celebrity,Actress,tv,"{'net_worth': 20000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1960-04-23', 'age': 63.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
valerie cruz,,169.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
valerie gogan,,161.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
valerie harper,f,168.0,Celebrity,Actress,tv,"{'net_worth': 1000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1939-08-22', 'age': 80.0, 'is_alive': 0.0, 'death': '2019-08-30', 'birthDate': None, 'deathDate': None}"
valerie hobson,,185.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1917-04-14', 'deathDate': '1998-11-13'}"
valerie leon,,180.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
valerie mahaffey,,166.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1953-06-16', 'deathDate': None}"
valerie perrine,,168.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1943-09-03', 'deathDate': None}"
valery ortiz,f,160.0,Celebrity,Actress,tv,"{'net_worth': 1000000.0, 'gender': 'f', 'nationality': 'pr', 'birthday': '1984-08-01', 'age': 38.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
valorie curry,,163.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1986-02-12', 'deathDate': None}"
valter skarsgård,,192.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1995-10-25', 'deathDate': None}"
van heflin,,181.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
van johnson,,185.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vance joy,,194.0,Celebrity,singer,rock,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1987-12-01', 'deathDate': None}"
vanessa angel,f,173.0,Celebrity,Actress,soap,"{'net_worth': 3000000.0, 'gender': 'f', 'nationality': 'gb', 'birthday': '1966-11-10', 'age': 56.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa bayer,,166.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1981-11-14', 'deathDate': None}"
vanessa bell calloway,f,161.0,Celebrity,Actress,movie,"{'net_worth': 600000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1957-03-20', 'age': 66.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa carlton,f,166.0,Celebrity,singer,pop,"{'net_worth': 10000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1980-08-16', 'age': 42.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa cater,,176.0,Celebrity,Stunts,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa feltz,,157.0,Celebrity,host,radio,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1962-02-21', 'deathDate': None}"
vanessa ferlito,,168.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1977-12-28', 'deathDate': None}"
vanessa hudgens,f,155.0,Celebrity,singer,pop,"{'net_worth': 16000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1988-12-14', 'age': 34.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa kirby,,173.0,Celebrity,Actress,movie,"{'net_worth': 4000000.0, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa lachey,,169.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1980-11-09', 'deathDate': None}"
vanessa lengies,,156.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa mae,,160.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1984-07-10', 'deathDate': None}"
vanessa marano,,159.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1992-10-31', 'deathDate': None}"
vanessa marcil,f,160.0,Celebrity,Actress,tv,"{'net_worth': 4000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1968-10-15', 'age': 54.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa merrell,,157.0,Celebrity,star,youtube,"{'net_worth': 2000000.0, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa morgan,f,157.0,Celebrity,Actress,tv,"{'net_worth': 1000000.0, 'gender': 'f', 'nationality': 'ca', 'birthday': '1992-03-23', 'age': 31.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa paradis,f,160.0,Celebrity,singer,pop,"{'net_worth': 150000000.0, 'gender': 'f', 'nationality': 'fr', 'birthday': '1972-12-22', 'age': 50.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa ray,,161.0,Celebrity,Actress,tv,"{'net_worth': 3000000.0, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa redgrave,f,180.0,Celebrity,Actress,movie,"{'net_worth': 20000000.0, 'gender': 'f', 'nationality': 'gb', 'birthday': '1937-01-30', 'age': 86.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa rubio,,175.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa white,,155.0,Celebrity,singer,pop,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vanessa williams,f,168.0,Celebrity,Actress,tv,"{'net_worth': 25000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1963-03-18', 'age': 60.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vanilla ice,m,181.0,Celebrity,Rapper,,"{'net_worth': 12000000.0, 'gender': 'm', 'nationality': 'us', 'birthday': '1967-10-31', 'age': 55.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
varada sethu,,163.0,Celebrity,Actress,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
varun dhawan,m,172.0,Celebrity,Actor,movie,"{'net_worth': 50000000.0, 'gender': 'm', 'nationality': 'in', 'birthday': '1987-04-24', 'age': 36.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
varun tej,,187.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1991-01-19', 'deathDate': None}"
vas blackwood,,175.0,Celebrity,Actor,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1962-10-19', 'deathDate': None}"
vaughn armstrong,,183.0,Celebrity,Actor,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1950-07-07', 'deathDate': None}"
vedette lim,,173.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
veena malik,f,168.0,Celebrity,Actress,movie,"{'net_worth': 5000000.0, 'gender': 'f', 'nationality': 'pk', 'birthday': '1984-02-26', 'age': 39.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vega tamotia,,161.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1985-05-07', 'deathDate': None}"
vella lovell,,174.0,Celebrity,Actress,tv,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1985-09-13', 'deathDate': None}"
vennela kishore,,184.0,Celebrity,Actor,movie,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1980-09-19', 'deathDate': None}"
venus nicolino,,163.0,Celebrity,None,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
venus williams,f,184.0,Celebrity,Tennis Player,,"{'net_worth': 95000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1980-06-17', 'age': 43.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vera cherny,,157.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
vera farmiga,f,166.0,Celebrity,Actress,movie,"{'net_worth': 10000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1973-08-06', 'age': 49.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vera miles,f,161.0,Celebrity,Actress,movie,"{'net_worth': 8000000.0, 'gender': 'f', 'nationality': 'us', 'birthday': '1930-08-23', 'age': 92.0, 'is_alive': 1.0, 'death': None, 'birthDate': None, 'deathDate': None}"
vera-ellen,,163.0,Celebrity,Actress,,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': '1921-02-16', 'deathDate': '1981-08-30'}"
verity rushworth,,169.0,Celebrity,Actress,soap,"{'net_worth': None, 'gender': null, 'nationality': None, 'birthday': None, 'age': None, 'is_alive': None, 'death': None, 'birthDate': None, 'deathDate': None}"
