name,net_worth,gender,nationality,birthday,age,is_alive,death,birthDate,deathDate,category,height
Marie Windsor,,,,,,,,1919-12-11,2000-12-10,Actress,175.0
Marie-Josée Croze,,,,,,,,1970-02-23,,Actress,168.0
Mariella Frostrup,,,,,,,,1962-11-12,,Actress,163.0
Marilyn Maxwell,,,,,,,,1920-08-03,1972-03-20,Actress,171.0
Marin Ireland,,,,,,,,,,Actress,168.0
Marina Benedict,,,,,,,,,,Actress,172.0
Marina de Tavira,,,,,,,,1974-11-21,,Actress,160.0
Marina Hands,,,,,,,,1975-01-10,,Actress,175.0
Marine Le Pen,,,,,,,,1968-08-05,,None,174.0
Marion Byron,,,,,,,,1911-03-16,1985-07-05,Actress,152.0
Marion Ramsey,,,,,,,,1947-05-10,2021-01-07,Actress,163.0
Marisa Coughlan,,,,,,,,1974-03-17,,Actress,164.0
Marissa Jaret Winokur,,,,,,,,,,Actress,151.0
Marissa Ribisi,,,,,,,,1974-12-17,,Actress,160.0
Marissa Neitling,,,,,,,,1984-05-08,,Actress,158.0
Marit Larsen,,,,,,,,1983-07-01,,Actress,160.0
Marjorie Main,,,,,,,,1890-02-24,1975-04-10,Actress,170.0
Marjean Holden,,,,,,,,1964-11-03,,Actress,183.0
Marjorie Monaghan,,,,,,,,1964-03-19,,Actress,183.0
Marjorie Rambeau,,,,,,,,1889-07-15,1970-07-06,Actress,168.0
Marjorie Taylor Greene,,,,,,,,1974-05-27,,None,160.0
Mark Addy,,,,,,,,1964-01-14,,Actor,182.0
Mark Chao,,,,,,,,1984-09-25,,Actor,180.0
Mark Bonnar,,,,,,,,1968-11-19,,Actor,178.0
Mark Charnock,,,,,,,,,,Actor,194.0
Mark Dice,,,,,,,,1977-12-21,,Writer,189.0
Mariano Di Vaio,,,,,,,,,,Actor,181.0
Mark Hadlow,,,,,,,,,,Actor,170.0
Mark Harelik,,,,,,,,1951-06-05,,Actor,183.0
Mark Kermode,,,,,,,,1963-07-02,,Podcaster,183.0
Mark Lindsay Chapman,,,,,,,,1954-09-08,,Actor,186.0
Mark Lewis Jones,,,,,,,,1964-08-31,,Actor,178.0
Mark Linn-Baker,,,,,,,,1954-06-17,,Actor,170.0
Mark Rolston,,,,,,,,,,Actor,185.0
Mark Rutte,,,,,,,,1967-02-14,,None,192.0
Mark Wing-Davey,,,,,,,,1948-11-30,,Actor,191.0
Markice Moore,,,,,,,,,,Actor,168.0
Marko Zaror,,,,,,,,1978-06-10,,Actor,188.0
Marla Heasley,,,,,,,,1959-09-04,,Actress,168.0
Marlane Barnes,,,,,,,,1985-06-01,,Actress,160.0
Marlyn Mason,,,,,,,,1940-08-07,,Actress,170.0
Marnix Van Den Broeke,,,,,,,,1976-02-24,,Actor,200.99999999999997
Marque Richardson,,,,,,,,,,Actor,183.0
Marnette Patterson,,,,,,,,,,Actress,169.0
Marsai Martin,,,,,,,,2004-08-14,,Actress,157.0
Marshall Lancaster,,,,,,,,1974-10-05,,Actor,170.0
Marta Gastini,,,,,,,,1989-10-02,,Actress,163.0
Marta Hazas,,,,,,,,1977-12-31,,Actress,168.0
Marta Milans,,,,,,,,1982-04-19,,Actress,175.0
Martha Byrne,,,,,,,,1969-12-23,,Actress,168.0
Martha Higareda,,,,,,,,,,Actress,160.0
Martha Hyer,,,,,,,,1924-08-10,2014-05-31,Actress,165.0
Martha Madison,,,,,,,,1977-07-27,,Actress,165.0
Martha Raye,,,,,,,,1916-08-27,1994-10-19,Actress,160.0
Martha Wainwright,,,,,,,,1976-05-08,,Actress,173.0
Marthe Keller,,,,,,,,1945-01-28,,Actress,173.0
Martin Balsam,,,,,,,,1919-11-04,1996-02-13,Actor,170.0
Martin Cummins,,,,,,,,1969-11-28,,Actor,175.0
Martin Garrix,,,,,,,,1996-05-14,,Composer,169.0
Martin Sensmeier,,,,,,,,1985-06-27,,Actor,185.0
Martina Laird,,,,,,,,,,Actress,168.0
Martine Beswick,,,,,,,,1941-09-26,,Actress,169.0
Martine McCutcheon,,,,,,,,1976-05-14,,Actress,170.0
Marvin Humes,,,,,,,,1985-03-18,,Actor,183.0
Martyn Ford,,,,,,,,,,Actor,200.0
Marwan Kenzari,,,,,,,,1983-01-16,,Actor,183.0
Mary Astor,,,,,,,,1906-05-03,1987-09-25,Actress,168.0
Mary Beth Hurt,,,,,,,,1946-09-26,,Actress,163.0
Mary Birdsong,,,,,,,,1968-04-18,,Actress,157.0
Mary Chieffo,,,,,,,,,,Actress,183.0
Mary Elizabeth Ellis,,,,,,,,1979-05-11,,Actress,163.0
Mary Ellen Trainor,,,,,,,,1952-07-08,2015-05-20,Actress,170.0
Martin Kaymer,,,,,,,,1984-12-28,,None,184.0
Mary J. Blige,,,,,,,,1971-01-11,,Music Artist,163.0
Mary Jo Deschanel,,,,,,,,1945-11-25,,Actress,157.0
Mary Kate Wiles,,,,,,,,,,Actress,168.0
Mary Page Keller,,,,,,,,1961-03-03,,Actress,168.0
Mary Philbin,,,,,,,,1902-07-16,1993-05-07,Actress,157.0
Mary Tamm,,,,,,,,1950-03-22,2012-07-26,Actress,164.0
Mary-Margaret Humes,,,,,,,,1954-04-04,,Actress,165.0
Mase,,,,,,,,1974-08-27,,Actor,177.0
Mason Dye,,,,,,,,1994-07-15,,Actor,173.0
Mason Cook,,,,,,,,2000-07-25,,Actor,189.0
Mason Gooding,,,,,,,,1996-11-14,,Actor,188.0
Mathew Baynton,,,,,,,,1980-11-18,,Actor,178.0
Mathew St. Patrick,,,,,,,,1968-03-17,,Actor,182.0
Mathieu Kassovitz,,,,,,,,1967-08-03,,Actor,174.0
Mathilda May,,,,,,,,1965-02-08,,Actress,170.0
Mathilde Ollivier,,,,,,,,1994-09-20,,Actress,169.0
Matilda De Angelis,,,,,,,,1995-09-11,,Actress,166.0
Matilda Anna Ingrid Lutz,,,,,,,,1991-01-28,,Actress,169.0
Matt Gerald,,,,,,,,,,Actor,183.0
Mason Mount,,,,,,,,1999-01-10,,Actor,180.0
Matt Keeslar,,,,,,,,1972-10-15,,Actor,188.0
Matt Lauria,,,,,,,,1982-08-15,,Actor,180.0
Matt Le Tissier,,,,,,,,1968-10-14,,Actor,184.0
Matt Letscher,,,,,,,,1970-06-26,,Actor,184.0
Matt McGorry,,,,,,,,1986-04-12,,Actor,178.0
Matt Monro,,,,,,,,1930-12-01,1985-02-07,Music Artist,168.0
Matt Nable,,,,,,,,1972-03-08,,Actor,181.0
Matt Stokoe,,,,,,,,1989-01-13,,Actor,188.0
Matt Whelan,,,,,,,,,,Actor,193.0
Matthew Daddario,,,,,,,,1987-10-01,,Actor,191.0
Matthew John Armstrong,,,,,,,,1973-08-28,,Actor,178.0
Matthew Labyorteaux,,,,,,,,1966-12-08,,Actor,170.0
Matthew Moy,,,,,,,,1984-02-03,,Actor,157.0
Matthew Noszka,,,,,,,,1992-10-27,,Actor,189.0
Matthew Willig,,,,,,,,1969-01-21,,Actor,200.99999999999997
Matthew Wolfenden,,,,,,,,1980-05-05,,Actor,174.0
Matthias Hues,,,,,,,,1959-02-14,,Actor,196.0
Matty Cardarople,,,,,,,,1983-02-09,,Actor,193.0
Matthias Schweighöfer,,,,,,,,1981-03-11,,Actor,180.0
Maud Adams,,,,,,,,1945-02-12,,Actress,175.0
Maude Apatow,,,,,,,,1997-12-15,,Actress,163.0
Maulik Pancholy,,,,,,,,,,Actor,173.0
Maureen Lipman,,,,,,,,1946-05-10,,Actress,170.0
Maureen Stapleton,,,,,,,,1925-06-21,2006-03-13,Actress,160.0
Maurice Ronet,,,,,,,,1927-04-13,1983-03-14,Actor,182.0
Maureen McGovern,,,,,,,,1949-07-27,,Additional Crew,168.0
Mauricio Pochettino,,,,,,,,1972-03-02,,None,181.0
Maury Chaykin,,,,,,,,1949-07-27,2010-07-27,Actor,185.0
Mavournee Hazel,,,,,,,,1996-03-20,,Actress,163.0
Mawra Hocane,,,,,,,,1992-09-23,,Actress,170.0
Max Baer Jr.,,,,,,,,1937-12-04,,Actor,196.0
Max Carver,,,,,,,,1988-08-01,,Actor,185.0
Max Bowden,,,,,,,,1994-12-31,,Actor,175.0
Max Charles,,,,,,,,2003-08-18,,Actor,180.0
Max Irons,,,,,,,,1985-10-17,,Actor,188.0
Max Parker,,,,,,,,1992-02-07,,Actor,188.0
Max Riemelt,,,,,,,,1984-01-07,,Actor,180.0
Max Whitlock,,,,,,,,1993-01-13,,Additional Crew,168.0
Maximilian Schell,,,,,,,,1930-12-08,2014-02-01,Actor,180.0
Maximiliano Hernández,,,,,,,,1973-09-12,,Actor,175.0
Maxine Peake,,,,,,,,1974-07-14,,Actress,170.0
May Calamawy,,,,,,,,1986-10-28,,Actress,169.0
May McAvoy,,,,,,,,1899-09-08,1984-04-26,Actress,150.0
Maya Erskine,,,,,,,,1987-05-07,,Actress,160.0
Maurice Tillet,,,,,,,,1903-10-23,1954-09-04,Actor,174.0
Maya Hawke,,,,,,,,1998-07-08,,Actress,174.0
Mayling Ng,,,,,,,,,,Actress,170.0
Maya Stojan,,,,,,,,1986-06-28,,Actress,168.0
McKaley Miller,,,,,,,,1996-05-14,,Actress,165.0
Mauro Icardi,,,,,,,,1993-02-19,,None,180.0
McKenzie Westmore,,,,,,,,1977-04-26,,Actress,173.0
Meagan Holder,,,,,,,,,,Actress,163.0
Meagan Tandy,,,,,,,,1985-05-03,,Actress,172.0
Meaghan Martin,,,,,,,,1992-02-17,,Actress,164.0
Meaghan Rath,,,,,,,,1986-06-18,,Actress,168.0
Mecia Simson,,,,,,,,1989-12-29,,Actress,175.0
Medalion Rahimi,,,,,,,,1992-07-15,,Actress,168.0
Meegan Warner,,,,,,,,1991-08-05,,Actress,164.0
Meenakshi Dixit,,,,,,,,1993-10-12,,Actress,168.0
Meera Chopra,,,,,,,,1983-07-08,,Actress,157.0
Meg DeAngelis,,,,,,,,1995-05-15,,Actress,157.0
Meg Donnelly,,,,,,,,2000-07-25,,Actress,160.0
Megalyn Echikunwoke,,,,,,,,,,Actress,169.0
Megan Boone,,,,,,,,,,Actor,169.0
Megan Charpentier,,,,,,,,2001-05-26,,Actress,169.0
Megan Dodds,,,,,,,,1970-02-15,,Actress,170.0
Megan Ketch,,,,,,,,1982-07-26,,Actress,170.0
Megan Nicole,,,,,,,,1993-09-01,,Actress,152.0
Megan Thee Stallion,,,,,,,,1995-02-15,,Music Artist,178.0
Megha Akash,,,,,,,,1995-10-26,,Actress,165.0
Meghan Heffern,,,,,,,,,,Actress,165.0
Meghan Ory,,,,,,,,1982-08-20,,Actress,170.0
Meghan Trainor,,,,,,,,1993-12-22,,Music Artist,164.0
Meghann Fahy,,,,,,,,1990-04-25,,Actress,168.0
Meghna Naidu,,,,,,,,1980-09-19,,Actress,163.0
Mehcad Brooks,,,,,,,,1980-10-25,,Actor,196.0
Mekenna Melvin,,,,,,,,1985-01-23,,Actress,160.0
Mekia Cox,,,,,,,,1981-11-18,,Actress,165.0
Mel Giedroyc,,,,,,,,1968-06-05,,Actress,166.0
Melanie Chandra,,,,,,,,1986-02-28,,Actress,168.0
Melanie Field,,,,,,,,1988-02-18,,Actress,168.0
Melanie Iglesias,,,,,,,,1987-06-18,,Actress,169.0
Melanie Liburd,,,,,,,,1987-11-11,,Actress,168.0
Megan Mace,,,,,,,,,,None,156.0
Melanie Paxson,,,,,,,,1972-09-26,,Actress,165.0
Melanie Scrofano,,,,,,,,1981-12-20,,Actress,170.0
Melia Kreiling,,,,,,,,1990-10-06,,Actress,170.0
Melina Mercouri,,,,,,,,1920-10-18,1994-03-06,Actress,169.0
Melina Perez,,,,,,,,1979-03-09,,Actress,163.0
Melinda McGraw,,,,,,,,1963-10-25,,Actress,170.0
Melinda Culea,,,,,,,,1955-05-05,,Actress,173.0
Melinda Messenger,,,,,,,,1971-02-23,,Actress,157.0
Melinda Shankar,,,,,,,,1992-02-18,,Actress,152.0
Melinda Page Hamilton,,,,,,,,1974-08-22,,Actress,159.0
Melissa Bolona,,,,,,,,1989-12-28,,Actress,175.0
Melissa Carcache,,,,,,,,,,Actress,160.0
Melissa De Sousa,,,,,,,,,,Actress,170.0
Mehreen Pirzada,,,,,,,,1995-11-05,,Actress,163.0
Melissa Fumero,,,,,,,,,,Actress,168.0
Melissa Navia,,,,,,,,,,Actress,160.0
Melissa Ponzio,,,,,,,,,,Actress,168.0
Melissa Roxburgh,,,,,,,,1992-12-10,,Actress,165.0
Melissa Sagemiller,,,,,,,,1974-06-01,,Actress,168.0
Melissa Steel,,,,,,,,,,Actress,157.0
Melissa Suffield,,,,,,,,1992-12-24,,Actress,163.0
Melody Perkins,,,,,,,,1974-01-28,,Actress,173.0
Melonie Diaz,,,,,,,,1984-04-25,,Actress,155.0
Melvin Odoom,,,,,,,,,,Actor,165.0
Melora Walters,,,,,,,,1960-10-21,,Actress,157.0
Melvyn Douglas,,,,,,,,1901-04-05,1981-08-04,Actor,186.0
Melvyn Hayes,,,,,,,,1935-01-11,,Actor,160.0
Mercedes Mason,,,,,,,,,,Actress,175.0
Mena Massoud,,,,,,,,1991-09-17,,Actor,173.0
Mercedes McCambridge,,,,,,,,1916-03-16,2004-03-02,Actress,160.0
Mercedes Ruehl,,,,,,,,1948-02-28,,Actress,178.0
Mercedes McNab,,,,,,,,1980-03-14,,Actress,164.0
Meredith Henderson,,,,,,,,1983-11-24,,Actress,164.0
Meredith Eaton,,,,,,,,1974-08-26,,Actress,122.0
Meredith Hagner,,,,,,,,1987-05-31,,Actress,160.0
Meredith MacRae,,,,,,,,1944-05-30,2000-07-14,Actress,163.0
Meredith Salenger,,,,,,,,1970-03-14,,Actress,160.0
Merete Van Kamp,,,,,,,,,,Actress,173.0
Merit Leighton,,,,,,,,2002-06-17,,Actress,165.0
Merle Dandridge,,,,,,,,1975-05-31,,Actress,173.0
Merle Oberon,,,,,,,,1911-02-19,1979-11-23,Actress,157.0
Merlin Olsen,,,,,,,,1940-09-15,2010-03-11,Actor,196.0
Meta Golding,,,,,,,,,,Actress,165.0
Merritt Patterson,,,,,,,,,,Actress,165.0
Mhairi Calvey,,,,,,,,1988-05-07,,Actress,170.0
Meshach Taylor,,,,,,,,1947-04-11,2014-06-28,Actor,185.0
Mia Jexen,,,,,,,,1984-03-09,,Actress,165.0
Mia Khalifa,,,,,,,,1993-02-10,,Actress,157.0
Mia Goth,,,,,,,,1993-10-25,,Actress,177.0
Mia McKenna-Bruce,,,,,,,,,,Actress,152.0
Michael B. Jordan,,,,,,,,1987-02-09,,Actor,183.0
Michael Aspel,,,,,,,,1933-01-12,,Actor,175.0
Michael Barrymore,,,,,,,,1952-05-04,,Actor,191.0
Michael Cerveris,,,,,,,,1960-11-06,,Actor,175.0
Michael Chernus,,,,,,,,1977-08-08,,Actor,178.0
Michael Cimino,,,,,,,,1999-11-10,,Actor,178.0
Michael D. Roberts,,,,,,,,1947-12-25,,Actor,188.0
Michael Ensign,,,,,,,,1944-02-13,,Actor,185.0
Michael Gothard,,,,,,,,1939-06-24,1992-12-02,Actor,188.0
Michael Irby,,,,,,,,1972-11-16,,Actor,175.0
Michael Dapaah,,,,,,,,,,Actor,179.0
Michael J. Pollard,,,,,,,,1939-05-30,2019-11-20,Actor,168.0
Michael James Shaw,,,,,,,,1986-09-16,,Actor,188.0
Michael Kenneth Williams,,,,,,,,1966-11-22,2021-09-06,Actor,179.0
Michael Kingma,,,,,,,,1979-08-09,,Actor,206.99999999999997
Michael Le Vell,,,,,,,,1964-12-15,,Actor,168.0
Michael Malarkey,,,,,,,,1983-06-21,,Actor,179.0
Michael Mando,,,,,,,,1981-07-13,,Actor,175.0
Michael Massee,,,,,,,,1952-09-01,2016-10-20,Actor,180.0
Michael McElhatton,,,,,,,,,,Actor,175.0
Michael Michele,,,,,,,,1966-08-30,,Actress,175.0
Michael Nyqvist,,,,,,,,1960-11-08,2017-06-27,Actor,178.0
Michael Ontkean,,,,,,,,1946-01-24,,Actor,185.0
Michael Papajohn,,,,,,,,1964-11-07,,Actor,179.0
Michael Paré,,,,,,,,1958-10-09,,Actor,185.0
Michael Praed,,,,,,,,1960-04-01,,Actor,186.0
Michael Raymond-James,,,,,,,,1977-12-24,,Actor,175.0
Michael Schur,,,,,,,,1975-10-29,,Producer,183.0
Michael Sarrazin,,,,,,,,1940-05-22,2011-04-17,Actor,189.0
Michael Shamus Wiles,,,,,,,,1955-10-27,,Actor,191.0
Michael Seater,,,,,,,,1987-01-15,,Actor,180.0
Michael Socha,,,,,,,,1987-12-13,,Actor,173.0
Michael Smiley,,,,,,,,1963-01-29,,Actor,178.0
Michael Stuhlbarg,,,,,,,,1968-07-05,,Actor,173.0
Michael T. Weiss,,,,,,,,1962-02-02,,Actor,188.0
Michael Trucco,,,,,,,,,,Actor,191.0
Michael Urie,,,,,,,,1980-08-08,,Actor,180.0
Michael Wincott,,,,,,,,1958-01-21,,Actor,179.0
Michaela Coel,,,,,,,,1987-10-01,,Actress,165.0
Michaela McManus,,,,,,,,1983-05-20,,Actress,175.0
Michaela Strachan,,,,,,,,1966-04-07,,Actress,165.0
Michaela Watkins,,,,,,,,1971-12-14,,Actress,166.0
Michala Banas,,,,,,,,1978-11-14,,Actress,158.0
Michel Qissi,,,,,,,,1962-09-12,,Actor,188.0
Michel Piccoli,,,,,,,,1925-12-27,2020-05-12,Actor,183.0
Micheal Ward,,,,,,,,1997-11-18,,Actor,175.0
Michele Morrone,,,,,,,,1990-10-03,,Actor,189.0
Michele Dotrice,,,,,,,,1948-09-27,,Actress,155.0
Michele Selene Ang,,,,,,,,,,Actress,157.0
Michele Weaver,,,,,,,,,,Actress,170.0
Michele Tafoya,,,,,,,,1964-12-17,,Writer,169.0
Michelle Borth,,,,,,,,1978-08-19,,Actress,173.0
Michelle Clunie,,,,,,,,1969-11-07,,Actress,169.0
Michelle DeFraites,,,,,,,,1993-05-29,,Actress,156.0
Michelle Hurd,,,,,,,,,,Actress,175.0
Michelle Krusiec,,,,,,,,1974-10-02,,Actress,165.0
Michelle Langstone,,,,,,,,1979-01-30,,Actress,178.0
Michelle Lukes,,,,,,,,1984-02-24,,Actress,168.0
Michelle McCool,,,,,,,,1980-01-25,,Actress,178.0
Michelle Mylett,,,,,,,,1990-01-04,,Actress,169.0
Michelle Mone,,,,,,,,,,None,177.0
Michelle Randolph,,,,,,,,,,Actress,165.0
Michelle Visage,,,,,,,,1968-09-20,,Producer,161.0
Michelle Malkin,,,,,,,,,,None,155.0
Michiel Huisman,,,,,,,,1981-07-18,,Actor,185.0
Mickey Hargitay,,,,,,,,1926-01-06,2006-09-14,Actor,183.0
Mickey Morton,,,,,,,,1927-03-08,1993-08-08,Actor,200.99999999999997
Mickey Sumner,,,,,,,,1984-01-19,,Actress,170.0
Mickie James,,,,,,,,1979-08-31,,Actress,157.0
Midge Ure,,,,,,,,1953-10-10,,Actor,169.0
Mika Boorem,,,,,,,,,,Actress,163.0
Mikaela Hoover,,,,,,,,1984-07-12,,Actress,151.0
Mike Bushell,,,,,,,,,,None,167.0
Mike Cernovich,,,,,,,,1977-11-17,,Producer,182.0
Mike Colter,,,,,,,,1976-08-26,,Actor,191.0
Michelle Lewin,,,,,,,,,,None,163.0
Mike Dopud,,,,,,,,1968-06-10,,Actor,183.0
Mike Moh,,,,,,,,,,Actor,173.0
Mike Mazurki,,,,,,,,1907-12-25,1990-12-09,Actor,196.0
Mike Vitar,,,,,,,,1978-12-21,,Actor,184.0
Mikey Madison,,,,,,,,1999-03-25,,Actress,161.0
Mikey North,,,,,,,,,,Actor,171.0
Mikey Way,,,,,,,,1980-09-10,,Actor,177.0
Milana Vayntrub,,,,,,,,1987-03-08,,Actress,160.0
Milanka Brooks,,,,,,,,1983-09-12,,Actress,178.0
Milauna Jackson,,,,,,,,,,Actress,165.0
Milburn Stone,,,,,,,,1904-07-05,1980-06-12,Actor,173.0
Miles Heizer,,,,,,,,1994-05-16,,Actor,175.0
Miles Jupp,,,,,,,,1979-09-08,,Actor,186.0
Miles O&apos;Keeffe,,,,,,,,1954-06-20,,Actor,191.0
Millie Bobby Brown,,,,,,,,2004-02-19,,Actress,161.0
Mili Avital,,,,,,,,1972-03-30,,Actress,164.0
Millie Brady,,,,,,,,1993-12-24,,Actress,170.0
Millie Perkins,,,,,,,,1936-05-12,,Actress,150.0
Milly Alcock,,,,,,,,2000-04-11,,Actress,165.0
Milo Gibson,,,,,,,,1990-11-16,,Actor,175.0
Milo Manheim,,,,,,,,2001-03-06,,Actor,191.0
Michelle Williams,,,,,,,,,,None,175.0
Milo Yiannopoulos,,,,,,,,1984-10-18,,Actor,187.0
Miltos Yerolemou,,,,,,,,,,Actor,161.0
Mimi Keene,,,,,,,,1998-08-05,,Actress,159.0
Mina Anwar,,,,,,,,1969-09-20,,Actress,157.0
Mina Sundwall,,,,,,,,2001-10-23,,Actress,168.0
Minae Noji,,,,,,,,1973-05-30,,Actress,160.0
Mindy Robinson,,,,,,,,1980-02-14,,Actress,165.0
Mindy Cohn,,,,,,,,1966-05-20,,Actress,155.0
Mini Anden,,,,,,,,1978-06-07,,Actress,178.0
Minissha Lamba,,,,,,,,1985-01-18,,Actress,157.0
Minna Gombell,,,,,,,,1892-05-28,1973-04-14,Actress,165.0
Miranda May,,,,,,,,1996-04-06,,Actress,165.0
Miranda Rae Mayo,,,,,,,,1990-08-14,,Actress,175.0
Miranda Raison,,,,,,,,1977-11-18,,Actress,165.0
Miriam Hopkins,,,,,,,,1902-10-18,1972-10-09,Actress,156.0
Miriam Shor,,,,,,,,1971-07-25,,Actress,168.0
Miriama Smith,,,,,,,,1976-06-03,,Actress,170.0
Mishael Morgan,,,,,,,,1986-07-15,,Actress,165.0
Missy Crider,,,,,,,,1974-06-13,,Actress,168.0
Missy Higgins,,,,,,,,1983-08-19,,Actress,168.0
Mithila Palkar,,,,,,,,1993-01-12,,Actress,160.0
Mitzi Kapture,,,,,,,,1962-05-02,,Actress,163.0
Mitzi McCall,,,,,,,,1932-09-09,,Actress,154.0
Mo McRae,,,,,,,,1982-07-04,,Actor,187.0
Mohit Madaan,,,,,,,,,,Actor,188.0
Mohit Marwah,,,,,,,,,,Actor,175.0
Mohit Raina,,,,,,,,1982-08-14,,Actor,178.0
Mohnish Behl,,,,,,,,1961-08-14,,Actor,173.0
Mollie Gallagher,,,,,,,,,,Actress,155.0
Mollee Gray,,,,,,,,1991-05-15,,Actress,168.0
Molly C. Quinn,,,,,,,,1993-10-08,,Actress,165.0
Molly Cheek,,,,,,,,1950-03-02,,Actress,173.0
Molly Ephraim,,,,,,,,1986-05-22,,Actress,155.0
Molly Hagan,,,,,,,,1961-08-03,,Actress,165.0
Molly McCook,,,,,,,,1990-07-30,,Actress,178.0
Molly Picon,,,,,,,,1898-02-28,1992-04-05,Actress,152.0
Molly Qerim,,,,,,,,,,Writer,165.0
Molly Tarlov,,,,,,,,,,Actress,168.0
Molly Windsor,,,,,,,,,,Actress,168.0
Momona Tamada,,,,,,,,2006-09-28,,Actress,153.0
Mona Freeman,,,,,,,,1926-06-09,2014-05-23,Actress,160.0
Monica Barbaro,,,,,,,,1989-06-17,,Actress,170.0
Monica Bedi,,,,,,,,1975-01-18,,Actress,165.0
Monica Dolan,,,,,,,,1969-03-15,,Actress,161.0
Monica Irimia,,,,,,,,1982-10-31,,Actress,168.0
Monica Vitti,,,,,,,,1931-11-03,2022-02-02,Actress,170.0
Monica Rial,,,,,,,,1975-10-05,,Actress,168.0
Monika Schnarre,,,,,,,,1971-05-27,,Actress,184.0
Monique Gabriela Curnen,,,,,,,,1970-09-07,,Actress,170.0
Montgomery Clift,,,,,,,,1920-10-17,1966-07-23,Actor,177.0
Montana of 300,,,,,,,,,,Actor,175.0
Montserrat Oliver,,,,,,,,1966-04-13,,Actress,176.0
Moon Bloodgood,,,,,,,,1975-09-20,,Actress,178.0
Morfydd Clark,,,,,,,,1989-03-17,,Actress,162.0
Morgan Lily,,,,,,,,2000-04-11,,Actress,165.0
Morgan Lindholm,,,,,,,,,,Actress,168.0
Morgan Saylor,,,,,,,,1994-10-26,,Actress,168.0
Morgan Wallen,,,,,,,,1993-05-13,,Music Artist,179.0
Morgana Robinson,,,,,,,,,,Actress,175.0
Mohombi,,,,,,,,,,Actor,194.0
Morven Christie,,,,,,,,1981-09-01,,Actress,160.0
Morwenna Banks,,,,,,,,1961-09-20,,Actress,152.0
Moses Ingram,,,,,,,,1994-02-06,,Actress,165.0
Mouni Roy,,,,,,,,1985-09-28,,Actress,160.0
Mouzam Makkar,,,,,,,,,,Actress,163.0
Mpho Koaho,,,,,,,,,,Actor,170.0
Mrunal Thakur,,,,,,,,1992-08-01,,Actress,160.0
Mugdha Godse,,,,,,,,1982-07-26,,Actress,167.0
Mukta Barve,,,,,,,,1979-05-17,,Actress,163.0
Mumtaz Sorcar,,,,,,,,1986-09-15,,Actress,165.0
Munmun Dutta,,,,,,,,1987-09-28,,Actress,165.0
Muriel Pavlow,,,,,,,,1921-06-27,2019-01-19,Actress,153.0
Musetta Vander,,,,,,,,,,Actress,173.0
MyAnna Buring,,,,,,,,1979-09-22,,Actress,157.0
Mustafa Shakir,,,,,,,,1976-08-21,,Actor,188.0
Myha&apos;la Herrold,,,,,,,,1996-04-06,,Actress,155.0
Myrna Loy,,,,,,,,1905-08-02,1993-12-14,Actress,168.0
Nabil Elouahabi,,,,,,,,1975-02-06,,Actor,172.0
Nadia Alexander,,,,,,,,1994-04-05,,Actress,152.0
Nadia Gray,,,,,,,,,,Actress,165.0
Nadia Hilker,,,,,,,,,,Actress,173.0
Nadia Sawalha,,,,,,,,1964-11-18,,Actress,165.0
Nadine Mulkerrin,,,,,,,,1993-06-23,,Actress,160.0
Nadine Nicole,,,,,,,,1982-09-15,,Actress,168.0
Nadiya Hussain,,,,,,,,1984-12-25,,Writer,152.0
Nadja Auermann,,,,,,,,1971-03-19,,Actress,181.0
Nafessa Williams,,,,,,,,1989-12-04,,Actress,164.0
Naga Munchetty,,,,,,,,1975-02-25,,None,161.0
Nagarjuna Akkineni,,,,,,,,1959-08-29,,Actor,178.0
Nagendra Babu,,,,,,,,,,Actor,180.0
Najarra Townsend,,,,,,,,1989-12-05,,Actress,168.0
Najwa Nimri,,,,,,,,1972-02-14,,Actress,166.0
Nakia Burrise,,,,,,,,1974-10-21,,Actress,165.0
Nam Joo-hyuk,,,,,,,,1994-02-22,,Actor,187.0
Namitha Pramod,,,,,,,,1996-09-19,,Actress,160.0
Namrata Shirodkar,,,,,,,,1972-01-22,,Actress,165.0
Nana Patekar,,,,,,,,1951-01-01,,Actor,170.0
Nancy Kovack,,,,,,,,1935-03-11,,Actress,174.0
Nancy Kyes,,,,,,,,1949-12-19,,Actress,160.0
Nancy Marchand,,,,,,,,1928-06-19,2000-06-18,Actress,177.0
Nancy Valen,,,,,,,,1965-12-14,,Actress,169.0
Najwa Karam,,,,,,,,1966-02-26,,Actress,163.0
Nanette Fabray,,,,,,,,1920-10-27,2018-02-22,Actress,173.0
Naomi Ackie,,,,,,,,,,Actress,168.0
Naomi Grossman,,,,,,,,,,Actress,152.0
Naomi Osaka,,,,,,,,1997-10-16,,Actress,180.0
Nas,,,,,,,,1973-09-14,,Music Artist,173.0
Nasim Pedrad,,,,,,,,1981-11-18,,Actress,163.0
Natacha Karam,,,,,,,,1995-04-03,,Actress,163.0
Natalia Dyer,,,,,,,,1995-01-13,,Actress,163.0
Natalia Jiménez,,,,,,,,1981-12-29,,Music Artist,171.0
Natalia Cordova-Buckley,,,,,,,,1982-11-25,,Actress,168.0
Natalia Livingston,,,,,,,,1976-03-26,,Actress,165.0
Natalie Alyn Lind,,,,,,,,,,Actress,165.0
Natalie Anderson,,,,,,,,,,Actress,157.0
Natalie Bassingthwaighte,,,,,,,,1975-09-01,,Actress,167.0
Natalie Cassidy,,,,,,,,1983-05-13,,Actress,162.0
