name,gender,occupation,height,details
Arlene Francis,female,"{""Actress"", "" Soundtrack""}",166.0,"{""net_worth"": 0.0, ""birthday"": ""1907-10-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2001-05-31""}"
Arlene Golonka,female,"{""Actress""}",161.0,"{""net_worth"": 0.0, ""birthday"": ""1936-01-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2021-05-31""}"
Arlene Tur,female,"{""Actress""}",175.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aron Eisenberg,male,"{""Actor"", "" Producer"", "" Editor""}",152.0,"{""net_worth"": 0.0, ""birthday"": ""1969-01-06"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2019-09-21""}"
Art Lund,male,"{""Actor"", "" Soundtrack""}",192.0,"{""net_worth"": 0.0, ""birthday"": ""1915-04-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1990-05-31""}"
Arsher Ali,male,"{""Actor""}",185.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Art LaFleur,male,"{""Actor"", "" Writer"", "" Additional Crew""}",182.0,"{""net_worth"": 0.0, ""birthday"": ""1943-09-09"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2021-11-17""}"
Art Malik,male,"{""Actor"", "" Producer""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1952-11-13"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Art Parkinson,male,"{""Actor""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""2001-10-19"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Arthur Darvill,male,"{""Actor"", "" Composer"", "" Music Department""}",180.0,"{""net_worth"": 0.0, ""birthday"": ""1982-06-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Arthur Treacher,male,"{""Actor"", "" Soundtrack""}",192.0,"{""net_worth"": 0.0, ""birthday"": ""1894-07-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1975-12-14""}"
Aruna Shields,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Arunoday Singh,male,"{""Actor""}",189.0,"{""net_worth"": 0.0, ""birthday"": ""1983-02-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Arya Babbar,male,"{""Actor"", "" Director"", "" Writer""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1981-05-24"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Arye Gross,male,"{""Actor"", "" Director""}",173.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Asha Bhat,female,"{""Actress""}",171.0,"{""net_worth"": 0.0, ""birthday"": ""1992-09-05"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Asher Angel,male,"{""Actor"", "" Soundtrack"", "" Producer""}",180.0,"{""net_worth"": 0.0, ""birthday"": ""2002-09-06"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Asher Keddie,female,"{""Actress"", "" Producer"", "" Soundtrack""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1974-07-31"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashlan Gorse Cousteau,male,"{""Producer""}",180.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashlei Sharpe Chestnut,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashleigh Cummings,female,"{""Actress"", "" Soundtrack""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1992-11-11"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashleigh LaThrop,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashleigh Murray,female,"{""Actress"", "" Soundtrack""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1988-01-18"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashley Crow,female,"{""Actress""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1960-08-25"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashley Doris,female,"{""Actress""}",164.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashley Liao,female,"{""Actress""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""2001-10-21"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashley Newbrough,female,"{""Actress"", "" Producer"", "" Soundtrack""}",174.0,"{""net_worth"": 0.0, ""birthday"": ""1987-10-13"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashley Nicole Black,female,"{""Writer"", "" Actress"", "" Producer""}",165.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashley Nicole Williams,female,"{""Actress""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1998-08-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashley Reyes,female,"{""Actress""}",157.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashley Zukerman,male,"{""Actor""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1983-12-30"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashlyn Pearce,female,"{""Actress"", "" Director"", "" Writer""}",170.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashton Sanders,male,"{""Actor"", "" Producer"", "" Soundtrack""}",180.0,"{""net_worth"": 0.0, ""birthday"": ""1995-10-24"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ashwini Bhave,female,"{""Actress"", "" Producer"", "" Additional Crew""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1972-05-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Asif Basra,male,"{""Actor"", "" Director"", "" Producer""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1967-07-27"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2020-11-12""}"
Asia Kate Dillon,male,"{""Actor""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1984-11-15"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Assumpta Serna,female,"{""Actress"", "" Producer"", "" Director""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1957-09-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aston Merrygold,male,"{""Actor"", "" Composer"", "" Producer""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1988-02-13"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Asuka,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Athiya Shetty,female,"{""Actress""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1992-11-05"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ato Essandoh,male,"{""Actor"", "" Producer"", "" Soundtrack""}",191.0,"{""net_worth"": 0.0, ""birthday"": ""1972-07-29"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Athena Karkanis,female,"{""Actress""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1981-09-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Atul Agnihotri,male,"{""Actor"", "" Producer"", "" Director""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1970-06-24"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aubrey Cleland,female,"{""Actress""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1993-07-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aubrey Dollar,female,"{""Actress""}",160.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aubrey Joseph,male,"{""Actor""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1997-11-26"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aubrey Peeples,female,"{""Actress"", "" Writer"", "" Director""}",160.0,"{""net_worth"": 0.0, ""birthday"": ""1993-11-26"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Audrey Esparza,female,"{""Actress""}",160.0,"{""net_worth"": 0.0, ""birthday"": ""1986-03-04"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Audrey Fleurot,female,"{""Actress""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1977-07-06"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Audrey Marie Anderson,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1975-03-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Audrey Totter,female,"{""Actress"", "" Soundtrack""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1917-12-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2013-12-12""}"
Audrey Whitby,female,"{""Actress"", "" Writer"", "" Soundtrack""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1996-04-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Augie Duke,female,"{""Actress"", "" Producer"", "" Director""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1986-02-04"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
August Alsina,male,"{""Actor"", "" Composer"", "" Director""}",182.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Augustus Prew,male,"{""Actor""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1987-09-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Auli&apos;i Cravalho,female,"{""Actress"", "" Producer"", "" Soundtrack""}",160.0,"{""net_worth"": 0.0, ""birthday"": ""2000-11-22"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aura Garrido,female,"{""Actress"", "" Producer"", "" Soundtrack""}",162.0,"{""net_worth"": 0.0, ""birthday"": ""1989-05-29"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aure Atika,female,"{""Actress"", "" Director"", "" Writer""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1970-07-12"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aurora Perrineau,female,"{""Actress"", "" Producer"", "" Soundtrack""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1994-09-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Austin Abrams,male,"{""Actor"", "" Producer"", "" Soundtrack""}",174.0,"{""net_worth"": 0.0, ""birthday"": ""1996-09-02"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Austin Basis,male,"{""Actor"", "" Writer"", "" Producer""}",188.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Austin Amelio,male,"{""Actor"", "" Director"", "" Writer""}",179.0,"{""net_worth"": 0.0, ""birthday"": ""1988-04-27"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Austin Swift,male,"{""Actor"", "" Producer""}",188.0,"{""net_worth"": 0.0, ""birthday"": ""1992-03-11"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Austin Stowell,male,"{""Actor"", "" Producer"", "" Soundtrack""}",185.0,"{""net_worth"": 0.0, ""birthday"": ""1984-12-24"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ava Addams,female,"{""Actress""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1981-09-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ava Max,female,"{""Music Artist"", "" Actress"", "" Composer""}",154.0,"{""net_worth"": 0.0, ""birthday"": ""1994-02-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Avi Nash,male,"{""Actor""}",178.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Avicii,male,"{""Music Artist"", "" Composer"", "" Actor""}",180.0,"{""net_worth"": 0.0, ""birthday"": ""1989-09-08"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2018-04-20""}"
Avinash Tiwary,male,"{""Actor"", "" Producer""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1985-08-15"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Awkwafina,female,"{""Actress"", "" Writer"", "" Producer""}",155.0,"{""net_worth"": 0.0, ""birthday"": ""1988-06-02"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aya Cash,female,"{""Actress"", "" Producer""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1982-07-13"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Axle Whitehead,male,"{""Actor"", "" Soundtrack""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1980-12-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ayesha Takia,female,"{""Actress""}",160.0,"{""net_worth"": 0.0, ""birthday"": ""1986-04-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ayesha Jhulka,female,"{""Actress""}",159.0,"{""net_worth"": 0.0, ""birthday"": ""1972-07-28"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ayesha Dharker,female,"{""Actress""}",157.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ayla Kell,female,"{""Actress"", "" Producer""}",161.0,"{""net_worth"": 0.0, ""birthday"": ""1990-10-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ayushmann Khurrana,male,"{""Actor"", "" Music Department"", "" Composer""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1984-09-14"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Aylin Tezel,female,"{""Actress"", "" Director"", "" Writer""}",166.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Azie Tesfai,female,"{""Actress"", "" Writer"", "" Producer""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1992-12-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Azura Skye,female,"{""Actress""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1981-11-08"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Azita Ghanizada,female,"{""Actress"", "" Producer"", "" Soundtrack""}",165.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
B.J. Britt,male,"{""Actor""}",180.0,"{""net_worth"": 0.0, ""birthday"": ""1982-04-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Babou Ceesay,male,"{""Actor"", "" Producer""}",183.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
B.J. Novak,male,"{""Actor"", "" Producer"", "" Writer""}",174.0,"{""net_worth"": 0.0, ""birthday"": ""1979-07-31"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Babu Antony,male,"{""Actor""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1966-02-22"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bad Bunny,male,"{""Music Artist"", "" Actor"", "" Composer""}",180.0,"{""net_worth"": 0.0, ""birthday"": ""1994-03-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bailey Chase,male,"{""Actor"", "" Producer""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1972-05-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bailey De Young,female,"{""Actress"", "" Soundtrack""}",152.0,"{""net_worth"": 0.0, ""birthday"": ""1989-09-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bailey Noble,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1990-10-13"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Balraj Sahni,male,"{""Actor"", "" Writer"", "" Director""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1913-05-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1973-04-13""}"
Bam Bam Bigelow,male,"{""Actor""}",188.0,"{""net_worth"": 0.0, ""birthday"": ""1961-09-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2007-01-19""}"
Bar Paly,female,"{""Actress""}",174.0,"{""net_worth"": 0.0, ""birthday"": ""1985-04-29"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Alyn Woods,female,"{""Actress"", "" Soundtrack""}",168.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Bain,female,"{""Actress"", "" Soundtrack""}",176.0,"{""net_worth"": 0.0, ""birthday"": ""1931-09-13"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Barrie,female,"{""Actress"", "" Soundtrack""}",166.0,"{""net_worth"": 0.0, ""birthday"": ""1931-05-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Billingsley,female,"{""Actress"", "" Soundtrack""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1915-12-22"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2010-10-16""}"
Barbara Bel Geddes,female,"{""Actress"", "" Soundtrack""}",159.0,"{""net_worth"": 0.0, ""birthday"": ""1922-10-31"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2005-08-08""}"
Barbara Crampton,female,"{""Actress"", "" Producer"", "" Executive""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1958-12-27"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Bouchet,female,"{""Actress""}",166.0,"{""net_worth"": 0.0, ""birthday"": ""1943-08-15"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Hancock,female,"{""Actress"", "" Additional Crew"", "" Soundtrack""}",169.0,"{""net_worth"": 0.0, ""birthday"": ""1949-11-21"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Nedeljakova,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1979-05-16"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Rush,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1927-01-04"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Sukowa,female,"{""Actress"", "" Soundtrack"", "" Music Department""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1950-02-02"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbara Tyson,female,"{""Actress"", "" Casting Director"", "" Casting Department""}",171.0,"{""net_worth"": 0.0, ""birthday"": ""1964-10-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barbie Blank,female,"{""Actress""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1987-01-15"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barkha Singh,female,"{""Actress""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1992-08-03"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barkhad Abdi,male,"{""Actor""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1985-04-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barrett Doss,female,"{""Actress"", "" Soundtrack""}",171.0,"{""net_worth"": 0.0, ""birthday"": ""1989-03-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barret Swatek,female,"{""Actress""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1977-03-03"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barrett Foa,male,"{""Actor"", "" Soundtrack""}",180.0,"{""net_worth"": 0.0, ""birthday"": ""1977-09-18"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barry Duffield,male,"{""Actor"", "" Writer"", "" Director""}",173.0,"{""net_worth"": 0.0, ""birthday"": ""1962-02-28"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barry Humphries,male,"{""Actor"", "" Writer"", "" Music Department""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1934-02-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2023-04-22""}"
Barry Keoghan,male,"{""Actor""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1992-10-18"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barry McGuigan,male,"{""Actor"", "" Additional Crew"", "" Soundtrack""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1961-02-28"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barry Shabaka Henley,male,"{""Actor"", "" Producer"", "" Soundtrack""}",188.0,"{""net_worth"": 0.0, ""birthday"": ""1954-09-15"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Barry Van Dyke,male,"{""Actor"", "" Writer"", "" Director""}",185.0,"{""net_worth"": 0.0, ""birthday"": ""1951-07-31"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Basil Rathbone,male,"{""Actor"", "" Writer"", "" Additional Crew""}",187.0,"{""net_worth"": 0.0, ""birthday"": ""1892-06-13"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1967-07-21""}"
Beah Richards,female,"{""Actress""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1920-07-12"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2000-09-14""}"
Bea Miller,female,"{""Actress"", "" Music Department"", "" Sound Department""}",152.0,"{""net_worth"": 0.0, ""birthday"": ""1999-02-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bea Benaderet,female,"{""Actress"", "" Soundtrack""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1906-04-04"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1968-10-13""}"
Beatie Edney,female,"{""Actress"", "" Director"", "" Writer""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1962-10-23"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Beanie Feldstein,female,"{""Actress"", "" Producer"", "" Soundtrack""}",163.0,"{""net_worth"": 0.0, ""birthday"": ""1993-06-24"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Beatrice Rosen,female,"{""Actress""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1977-11-29"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Beatrice Straight,female,"{""Actress""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1914-08-02"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2001-04-07""}"
Beau Garrett,female,"{""Actress"", "" Soundtrack""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1982-12-28"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Beau Knapp,male,"{""Actor"", "" Additional Crew"", "" Producer""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1989-04-17"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bebe Daniels,female,"{""Actress"", "" Writer"", "" Producer""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1901-01-14"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1971-03-16""}"
Bebe Rexha,female,"{""Music Artist"", "" Actress"", "" Composer""}",165.0,"{""net_worth"": 0.0, ""birthday"": ""1989-08-30"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bel Powley,female,"{""Actress"", "" Producer""}",157.0,"{""net_worth"": 0.0, ""birthday"": ""1992-03-07"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bel�n Cuesta,female,"{""Actress"", "" Additional Crew"", "" Soundtrack""}",179.0,"{""net_worth"": 0.0, ""birthday"": ""1984-01-24"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bela Lugosi,male,"{""Actor"", "" Costume and Wardrobe Department"", "" Additional Crew""}",188.0,"{""net_worth"": 0.0, ""birthday"": ""1882-10-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""1956-08-16""}"
Belita Moreno,female,"{""Actress"", "" Additional Crew"", "" Soundtrack""}",152.0,"{""net_worth"": 0.0, ""birthday"": ""1949-11-01"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Belinda Bencic,male,"{""Additional Crew""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1997-03-10"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Belinda McClory,female,"{""Actress"", "" Writer"", "" Script and Continuity Department""}",168.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bella Hadid,female,"{""Actress""}",175.0,"{""net_worth"": 0.0, ""birthday"": ""1996-10-09"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bella Dayne,female,"{""Actress"", "" Producer""}",168.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bella Heathcote,female,"{""Actress""}",168.0,"{""net_worth"": 0.0, ""birthday"": ""1987-05-27"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bella Poarch,female,"{""Actress"", "" Composer"", "" Music Department""}",155.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bella Ramsey,female,"{""Actress"", "" Soundtrack"", "" Writer""}",156.0,"{""net_worth"": 0.0, ""birthday"": ""2003-09-30"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bellamy Young,female,"{""Actress"", "" Producer"", "" Soundtrack""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1970-02-19"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ben Elton,male,"{""Writer"", "" Actor"", "" Producer""}",170.0,"{""net_worth"": 0.0, ""birthday"": ""1959-05-03"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ben Fogle,male,"{""Director"", "" Actor"", "" Producer""}",183.0,"{""net_worth"": 0.0, ""birthday"": ""1973-11-03"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ben O&apos;Toole,male,"{""Actor"", "" Camera and Electrical Department""}",181.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Ben Robson,male,"{""Actor""}",191.0,"{""net_worth"": 0.0, ""birthday"": ""1984-02-04"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Benedict Wong,male,"{""Actor"", "" Writer"", "" Producer""}",178.0,"{""net_worth"": 0.0, ""birthday"": ""1970-02-20"", ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Benedict Samuel,male,"{""Actor"", "" Writer"", "" Director""}",177.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Benjamin Ayres,male,"{""Actor"", "" Writer"", "" Director""}",188.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Benjamin Hollingsworth,male,"{""Actor""}",179.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Benz Antoine,male,"{""Actor"", "" Writer"", "" Producer""}",191.0,"{""net_worth"": 0.0, ""birthday"": null, ""age"": 0, ""is_alive"": 0.0, ""death"": null}"
Bergen Williams,female,"{""Actress"", "" Additional Crew"", "" Writer""}",187.0,"{""net_worth"": 0.0, ""birthday"": ""1959-07-14"", ""age"": 0, ""is_alive"": 0.0, ""death"": ""2021-07-20""}"
